academicGrpName,academicGrpDescription,academicCareerName,code,creditPoints,title,campusCode,url
ARG,"Arts, Education and Law Group",Undergraduate,101405,10,Hollywood Cinema,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2100LHS
ARG,"Arts, Education and Law Group",Undergraduate,104600,10,Digital Audio Media Production,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2523LHS
ARG,"Arts, Education and Law Group",Undergraduate,104600,10,Digital Audio Media Production,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2523LHS
ARG,"Arts, Education and Law Group",Undergraduate,107421,10,Design Technology Curriculum - Junior Secondary,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3434EDN
ARG,"Arts, Education and Law Group",Undergraduate,107425,10,Geography Curriculum - Senior Secondary,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4061EDN
ARG,"Arts, Education and Law Group",Undergraduate,107427,10,History Curriculum - Senior Secondary,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4060EDN
ARG,"Arts, Education and Law Group",Undergraduate,107427,10,History Curriculum - Senior Secondary,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4060EDN
ARG,"Arts, Education and Law Group",Postgraduate,106794,20,Performance Study 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7139QCM_P2
HTH,Griffith Health,Undergraduate,106809,10,Maternal and Neonatal Conditions in Paramedic Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3820MED
SCG,Griffith Sciences,Postgraduate,107509,10,Engineering Hydrology,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7418ENG
SCG,Griffith Sciences,Postgraduate,107509,10,Engineering Hydrology,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7418ENG
BUS,Griffith Business School,Undergraduate,107500,0,Commerce Honours Dissertation Part 3,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6006AFE_P3
BUS,Griffith Business School,Undergraduate,107500,0,Commerce Honours Dissertation Part 3,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6006AFE_P3
HTH,Griffith Health,Undergraduate,104802,10,Midwifery Practice 4: Focused Midwifery Practice,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3772NRS
BUS,Griffith Business School,Undergraduate,089303,10,Personal Selling and Sales Management,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2038MKT
BUS,Griffith Business School,Undergraduate,089303,10,Personal Selling and Sales Management,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2038MKT
BUS,Griffith Business School,Undergraduate,089303,10,Personal Selling and Sales Management,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2038MKT
SCG,Griffith Sciences,Undergraduate,107323,10,Foundation Mathematics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1017SCG
SCG,Griffith Sciences,Undergraduate,107323,10,Foundation Mathematics,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1017SCG
ARG,"Arts, Education and Law Group",Undergraduate,106454,10,Documentary Studies,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2306LHS
ARG,"Arts, Education and Law Group",Undergraduate,106454,10,Documentary Studies,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2306LHS
ARG,"Arts, Education and Law Group",Undergraduate,086515,10,Media Campaigns and Strategies,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3518LHS
ARG,"Arts, Education and Law Group",Undergraduate,086515,10,Media Campaigns and Strategies,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3518LHS
ARG,"Arts, Education and Law Group",Postgraduate,107795,10,Design Exploration Studio,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7520QCA
ARG,"Arts, Education and Law Group",Postgraduate,107796,10,Design Thinking,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7521QCA
ARG,"Arts, Education and Law Group",Postgraduate,107800,10,Narrative Interfaces in AR,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7525QCA
ARG,"Arts, Education and Law Group",Postgraduate,107804,40,Masters Design Project 2,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7528QCA_P2
SCG,Griffith Sciences,Undergraduate,106086,10,Urban Ecology and Biodiversity,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2315ENV
SCG,Griffith Sciences,Undergraduate,106086,10,Urban Ecology and Biodiversity,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2315ENV
BUS,Griffith Business School,Undergraduate,107844,20,Research Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3021GIR
BUS,Griffith Business School,Undergraduate,107844,20,Research Project,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3021GIR
ARG,"Arts, Education and Law Group",Undergraduate,107815,10,Jewellery and Small Objects Studio 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2393QCA
BUS,Griffith Business School,Undergraduate,088659,10,Sport Development Systems,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3333THS
BUS,Griffith Business School,Undergraduate,088659,10,Sport Development Systems,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3333THS
BUS,Griffith Business School,Postgraduate,105453,10,Industry Practicum,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7346THS
BUS,Griffith Business School,Undergraduate,102199,10,Destination Marketing,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3200THS
BUS,Griffith Business School,Undergraduate,102199,10,Destination Marketing,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3200THS
BUS,Griffith Business School,Undergraduate,088743,10,Event Evaluation,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3204THS
BUS,Griffith Business School,Undergraduate,088743,10,Event Evaluation,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3204THS
BUS,Griffith Business School,Undergraduate,106918,10,Event Management Principles,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2219THS
BUS,Griffith Business School,Undergraduate,106918,10,Event Management Principles,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2219THS
BUS,Griffith Business School,Undergraduate,106962,10,Managing Hospitality Service Experiences,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3231THS
BUS,Griffith Business School,Undergraduate,106962,10,Managing Hospitality Service Experiences,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3231THS
SCG,Griffith Sciences,Undergraduate,106024,10,Statistics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1014SCG
SCG,Griffith Sciences,Undergraduate,106024,10,Statistics,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1014SCG
SCG,Griffith Sciences,Undergraduate,106030,10,Physics 1B,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1032SCG
SCG,Griffith Sciences,Undergraduate,106030,10,Physics 1B,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1032SCG
SCG,Griffith Sciences,Undergraduate,106025,10,Chemistry II,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1024SCG
BUS,Griffith Business School,Postgraduate,106040,20,PG Business Internship II,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7005GBS
BUS,Griffith Business School,Postgraduate,106040,20,PG Business Internship II,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7005GBS
SCG,Griffith Sciences,Undergraduate,105983,20,Environmental Planning Studio,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1511ENV
SCG,Griffith Sciences,Undergraduate,105983,20,Environmental Planning Studio,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1511ENV
SCG,Griffith Sciences,Undergraduate,106839,10,Programming Principles,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2807ICT
SCG,Griffith Sciences,Undergraduate,106839,10,Programming Principles,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2807ICT
HTH,Griffith Health,Postgraduate,081591,10,Introduction to Rehabilitation Counselling,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7303AHS
ARG,"Arts, Education and Law Group",Undergraduate,107413,20,QCA International Study Exchange,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3597QCA
HTH,Griffith Health,Undergraduate,108017,10,Essential Skills for the New Health Professional,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3025MSC
SCG,Griffith Sciences,Undergraduate,106477,10,Discrete Time Signal Processing,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6321ENG
HTH,Griffith Health,Undergraduate,107609,0,Comprehensive Prosthetics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3050DOH_Y1
SCG,Griffith Sciences,Postgraduate,108033,10,Preparation for Professional Practice,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7005ENG
BUS,Griffith Business School,Undergraduate,105978,0,Economics Honours Dissertation Part 2,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6005AFE_P2
BUS,Griffith Business School,Undergraduate,105978,0,Economics Honours Dissertation Part 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6005AFE_P2
BUS,Griffith Business School,Undergraduate,105980,40,Economics Honours Dissertation Part 4,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6005AFE_P4
BUS,Griffith Business School,Undergraduate,105980,40,Economics Honours Dissertation Part 4,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6005AFE_P4
ARG,"Arts, Education and Law Group",Undergraduate,107568,10,Performance Project III,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2073QCM
ARG,"Arts, Education and Law Group",Undergraduate,106982,10,Work Placement,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3725GFS
SCG,Griffith Sciences,Undergraduate,105987,10,Biological Systems,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1041SCG
SCG,Griffith Sciences,Undergraduate,105987,10,Biological Systems,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1041SCG
ARG,"Arts, Education and Law Group",Postgraduate,106312,10,Global Visual Culture,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7002QCA
ARG,"Arts, Education and Law Group",Postgraduate,106313,20,Studio Methodologies 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7003QCA
ARG,"Arts, Education and Law Group",Undergraduate,100252,10,Sociology of Identity,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2143LHS
ARG,"Arts, Education and Law Group",Undergraduate,100252,10,Sociology of Identity,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2143LHS
HTH,Griffith Health,Undergraduate,105820,0,Dissertation 1,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6000NRS_P1
HTH,Griffith Health,Postgraduate,106885,10,Introduction to Health Informatics Research,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7326MED
ARG,"Arts, Education and Law Group",Undergraduate,106270,10,Property 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3015LAW
ARG,"Arts, Education and Law Group",Undergraduate,106270,10,Property 2,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3015LAW
SCG,Griffith Sciences,Undergraduate,106351,10,Workshop Technology,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2317ENG
SCG,Griffith Sciences,Postgraduate,107041,120,Masters Research Project,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8003NSC_P7
ARG,"Arts, Education and Law Group",Postgraduate,105869,10,"Leading, Mentoring and Coaching in Learning Contexts",OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7010EDN
ARG,"Arts, Education and Law Group",Postgraduate,105869,10,"Leading, Mentoring and Coaching in Learning Contexts",MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7010EDN
BUS,Griffith Business School,Postgraduate,102479,10,Sport and Event Consumer Experiences,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7343THS
HTH,Griffith Health,Postgraduate,106017,0,Work Integrated Learning Advanced,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7310MED_P1
HTH,Griffith Health,Undergraduate,107532,10,Environmental Health Professional Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3135MED
ARG,"Arts, Education and Law Group",Undergraduate,107164,10,Understanding Adolescence and Adolescents,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2305EDN
ARG,"Arts, Education and Law Group",Undergraduate,107164,10,Understanding Adolescence and Adolescents,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2305EDN
ARG,"Arts, Education and Law Group",Undergraduate,107159,10,Understanding Lifelong Learner,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1499EDN
ARG,"Arts, Education and Law Group",Undergraduate,107159,10,Understanding Lifelong Learner,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1499EDN
ARG,"Arts, Education and Law Group",Undergraduate,107159,10,Understanding Lifelong Learner,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1499EDN
ARG,"Arts, Education and Law Group",Undergraduate,107162,10,"Foundations of Curriculum, Pedagogy and Assessment",GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1799EDN
ARG,"Arts, Education and Law Group",Undergraduate,107162,10,"Foundations of Curriculum, Pedagogy and Assessment",LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1799EDN
ARG,"Arts, Education and Law Group",Undergraduate,107162,10,"Foundations of Curriculum, Pedagogy and Assessment",MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1799EDN
BUS,Griffith Business School,Undergraduate,089302,10,Digital and Social Media Marketing,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3040MKT
BUS,Griffith Business School,Undergraduate,089302,10,Digital and Social Media Marketing,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3040MKT
ARG,"Arts, Education and Law Group",Undergraduate,106716,10,Professional Practice 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3593QCA
ARG,"Arts, Education and Law Group",Undergraduate,106716,10,Professional Practice 1,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3593QCA
BUS,Griffith Business School,Undergraduate,104703,10,Recruitment and Selection,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2009EHR
BUS,Griffith Business School,Undergraduate,104703,10,Recruitment and Selection,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2009EHR
BUS,Griffith Business School,Undergraduate,104703,10,Recruitment and Selection,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2009EHR
ARG,"Arts, Education and Law Group",Postgraduate,107464,10,Understanding Risk,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7143LHS
BUS,Griffith Business School,Postgraduate,105922,10,Ethics and Alternative Investments,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7247AFE
HTH,Griffith Health,Undergraduate,107853,10,Medical and Toxicological Conditions in Paramedic Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2814MED
SCG,Griffith Sciences,Undergraduate,103600,10,Advanced Synthetic Chemistry,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6103NSC
SCG,Griffith Sciences,Undergraduate,106085,10,Instrumental Chemical Techniques,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3027NSC
SCG,Griffith Sciences,Undergraduate,104135,10,Advanced Numerical Methods,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3204NSC
SCG,Griffith Sciences,Undergraduate,104135,10,Advanced Numerical Methods,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3204NSC
SCG,Griffith Sciences,Undergraduate,106078,10,Topics in Applied Mathematics 2,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6206NSC
SCG,Griffith Sciences,Undergraduate,106078,10,Topics in Applied Mathematics 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6206NSC
SCG,Griffith Sciences,Postgraduate,083061,10,Aviation Economics,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7503NSC
SCG,Griffith Sciences,Postgraduate,083061,10,Aviation Economics,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7503NSC
SCG,Griffith Sciences,Postgraduate,106337,0,Aviation Management Research Paper,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7560NSC_P1
SCG,Griffith Sciences,Postgraduate,106337,0,Aviation Management Research Paper,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7560NSC_P1
SCG,Griffith Sciences,Postgraduate,107942,0,Final Project,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7930ENV_P3
SCG,Griffith Sciences,Postgraduate,107942,0,Final Project,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7930ENV_P3
ARG,"Arts, Education and Law Group",Undergraduate,107913,10,Legal Science: Roman Law in Contemporary Perspective,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5336LAW
SCG,Griffith Sciences,Postgraduate,107554,0,Apply Fingerprint Comparison and Identification Methodology,OT,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7319NSC_Y1
ARG,"Arts, Education and Law Group",Postgraduate,107733,30,Independent Research Project in Migration Law,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7236LAW_P3
SCG,Griffith Sciences,Undergraduate,106563,10,Aviation Law,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2539NSC
SCG,Griffith Sciences,Postgraduate,101914,40,Dissertation,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7871ENV_P4
SCG,Griffith Sciences,Postgraduate,101914,40,Dissertation,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7871ENV_P4
HTH,Griffith Health,Postgraduate,106421,40,Experiential Rotations II,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7019PHM_P2
HTH,Griffith Health,Postgraduate,107511,10,Applied Learning and Teaching for Health Professionals,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8052NRS
HTH,Griffith Health,Undergraduate,107075,10,Psychology in Professional Contexts,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1011PSY
HTH,Griffith Health,Undergraduate,107075,10,Psychology in Professional Contexts,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1011PSY
SCG,Griffith Sciences,Undergraduate,107302,10,Linear Algebra,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1201SCG
SCG,Griffith Sciences,Undergraduate,107302,10,Linear Algebra,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1201SCG
ARG,"Arts, Education and Law Group",Undergraduate,107046,10,Creative Visual Strategies,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1534QCA
ARG,"Arts, Education and Law Group",Undergraduate,107046,10,Creative Visual Strategies,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1534QCA
BUS,Griffith Business School,Undergraduate,107071,10,Chinese Government and Politics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2008GIR
SCG,Griffith Sciences,Undergraduate,104010,10,Engineering Mechanics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1501ENG
SCG,Griffith Sciences,Undergraduate,104010,10,Engineering Mechanics,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1501ENG
SCG,Griffith Sciences,Undergraduate,107032,10,Electromechanics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2318ENG
SCG,Griffith Sciences,Undergraduate,107032,10,Electromechanics,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2318ENG
SCG,Griffith Sciences,Undergraduate,102873,10,Web Technologies,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1621ICT
SCG,Griffith Sciences,Undergraduate,102873,10,Web Technologies,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1621ICT
SCG,Griffith Sciences,Undergraduate,102873,10,Web Technologies,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1621ICT
HTH,Griffith Health,Undergraduate,106524,10,Midwifery Practice 5: Midwifery Practice Portfolio,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3775NRS
ARG,"Arts, Education and Law Group",Undergraduate,104360,10,Science as Human Endeavour,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4816EDN
HTH,Griffith Health,Undergraduate,086222,10,Engagement with Children,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2024HSV
HTH,Griffith Health,Undergraduate,086222,10,Engagement with Children,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2024HSV
HTH,Griffith Health,Undergraduate,106906,20,Integrated Pharmacotherapeutics IV,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=4009PHM
HTH,Griffith Health,Postgraduate,104226,10,Climate Change and Public Health,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7117MED
HTH,Griffith Health,Postgraduate,104226,10,Climate Change and Public Health,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7117MED
HTH,Griffith Health,Postgraduate,106532,0,Dissertation,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8002AHS_P2
HTH,Griffith Health,Postgraduate,106534,40,Dissertation,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8002AHS_P4
HTH,Griffith Health,Non Award,106358,20,Introduction to Sciences,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=9002HLS
HTH,Griffith Health,Non Award,106358,20,Introduction to Sciences,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=9002HLS
HTH,Griffith Health,Non Award,106358,20,Introduction to Sciences,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=9002HLS
HTH,Griffith Health,Non Award,106358,20,Introduction to Sciences,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=9002HLS
ARG,"Arts, Education and Law Group",Postgraduate,107996,10,Sculpture Studio 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7391QCA
ARG,"Arts, Education and Law Group",Postgraduate,107998,10,Jewellery and Small Objects Studio 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7393QCA
HTH,Griffith Health,Undergraduate,107338,0,Pre-clinical Dental Sciences,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1040DOH_Y1
BUS,Griffith Business School,Postgraduate,107888,10,International Macroeconomics,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7320AFE
SCG,Griffith Sciences,Undergraduate,105999,10,Individual Study Special Topic,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2912ENV
SCG,Griffith Sciences,Undergraduate,106585,10,Navigational Systems,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3528NSC
HTH,Griffith Health,Undergraduate,106576,20,Integrated Pharmacotherapeutics I,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2009PHM
HTH,Griffith Health,Undergraduate,106577,20,Integrated Pharmacotherapeutics II,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3006PHM
HTH,Griffith Health,Undergraduate,107288,10,Neural Basis of Movement,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2006AHS
ARG,"Arts, Education and Law Group",Undergraduate,107249,10,IDE 4,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3637QCA
ARG,"Arts, Education and Law Group",Undergraduate,107249,10,IDE 4,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3637QCA
ARG,"Arts, Education and Law Group",Undergraduate,106544,10,Applied Criminal Justice,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3030CCJ
ARG,"Arts, Education and Law Group",Undergraduate,106544,10,Applied Criminal Justice,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3030CCJ
ARG,"Arts, Education and Law Group",Undergraduate,106544,10,Applied Criminal Justice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3030CCJ
ARG,"Arts, Education and Law Group",Postgraduate,107590,10,The Griffith Teacher Professional Project 1,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7405EDN
ARG,"Arts, Education and Law Group",Postgraduate,107590,10,The Griffith Teacher Professional Project 1,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7405EDN
HTH,Griffith Health,Postgraduate,107235,0,Elements of Academic Health Practice,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7300MED_P2
HTH,Griffith Health,Postgraduate,107776,10,Advanced Health Assessment,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7100NRS
ARG,"Arts, Education and Law Group",Postgraduate,108016,10,Introduction to System Safety,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7009LHS
ARG,"Arts, Education and Law Group",Postgraduate,108016,10,Introduction to System Safety,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7009LHS
SCG,Griffith Sciences,Undergraduate,106408,10,Air Quality Monitoring and Control,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6201ENG
BUS,Griffith Business School,Undergraduate,107230,10,Environmental and Energy Economics,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2313AFE
HTH,Griffith Health,Undergraduate,107090,10,Counselling Practicum 2: Reflective Practice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3015PSY
HTH,Griffith Health,Undergraduate,107090,10,Counselling Practicum 2: Reflective Practice,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3015PSY
ARG,"Arts, Education and Law Group",Postgraduate,107038,10,Advanced Urban Planning Law,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7328LAW
ARG,"Arts, Education and Law Group",Postgraduate,107038,10,Advanced Urban Planning Law,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7328LAW
