code,title,area,credit
OCCT5007 (v.1),Principles and Practice of Occupational Therapy,"School of Occ Therapy, Social Work and Speech Path",50
PAED3000 (v.1),Principles and Practice of Paediatrics,"School of Occ Therapy, Social Work and Speech Path",25
INDH3005 (v.1),Principles and Practices of Counselling,Centre for Aboriginal Studies,25
CHEM1000 (v.1),Principles and Processes in Chemistry,School of Molecular and Life Sciences (MLS),25
DENT1002 (v.1),Principles and Techniques of Oral Health Therapy,School of Pharmacy and Biomedical Sciences,37
DENT2000 (v.1),Principles in Preventive Dentistry,School of Pharmacy and Biomedical Sciences,12
ACTL1000 (v.1),Principles of Actuarial Science,"School of Elec Eng, Comp and Math Sci (EECMS)",25
LAWS3016 (v.1),Principles of Australian Taxation Law,Curtin Law School,25
BCCB2003 (v.1),Principles of Biochemistry,School of Public Health,25
CHEM5008 (v.1),Principles of Chemical Analysis,School of Molecular and Life Sciences (MLS),25
CHEN5057 (v.1),Principles of Corrosion,"WASM: Minerals, Energy and Chemical Engineering",25
MEDS4003 (v.1),Principles of Epidemiology and Biostatistics,School of Public Health,25
LAWS2003 (v.1),Principles of Equity,Curtin Law School,25
GEOT2000 (v.2),Principles of Geomechanics,School of Civil and Mechanical Engineering,25
GEOT5000 (v.1),Principles of Geomechanics,School of Civil and Mechanical Engineering,25
MEDI6000 (v.1),Principles of Medicinal Chemistry,School of Pharmacy and Biomedical Sciences,12
PHAR5003 (v.1),Principles of Pharmaceutics,School of Pharmacy and Biomedical Sciences,25
PHAR6004 (v.1),Principles of Pharmacoeconomics,School of Pharmacy and Biomedical Sciences,25
PHRM5003 (v.1),Principles of Pharmacokinetics and Toxicology,School of Pharmacy and Biomedical Sciences,25
IMED6000 (v.1),Principles of Pharmacotherapy,School of Pharmacy and Biomedical Sciences,25
PHAR5004 (v.1),Principles of Pharmacy Practice,School of Pharmacy and Biomedical Sciences,12
PUBH6032 (v.1),Principles of Planning and Evaluation in Public Health,School of Public Health,25
PSYT4000 (v.1),Principles of Psychological Assessment,School of Psychology,25
OCCT5004 (v.1),Principles of Research Design,"School of Occ Therapy, Social Work and Speech Path",25
MGMT2010 (v.2),"Principles of Tourism, Hospitality and Events",School of Marketing,25
LAWS3007 (v.1),Private International Law,Curtin Law School,25
ANTH5002 (v.1),Private Lives and Public Issues,"School of Media, Creative Arts and Social Inquiry",25
ANTH2002 (v.1),Private Lives and Public Issues,"School of Media, Creative Arts and Social Inquiry",25
PRRE3009 (v.1),Process Control,"WASM: Minerals, Energy and Chemical Engineering",25
PRRE5006 (v.1),Process Control Techniques,"WASM: Minerals, Energy and Chemical Engineering",25
PRRE6002 (v.1),Process Design Advanced,"WASM: Minerals, Energy and Chemical Engineering",50
CHEN5044 (v.1),Process Design Project,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN5036 (v.1),Process Economics and Management,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN4016 (v.1),Process Economics and Management,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN2002 (v.1),Process Heat Transfer,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN5000 (v.1),Process Heat Transfer,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN5041 (v.1),Process Instrumentation and Control,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN3005 (v.1),Process Instrumentation and Control,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN4008 (v.1),Process Laboratory Projects,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN2003 (v.1),Process Mass Transfer,"WASM: Minerals, Energy and Chemical Engineering",25
PRRE2003 (v.1),Process Mineralogy,"WASM: Minerals, Energy and Chemical Engineering",25
GEOL3002 (v.1),Process Mineralogy and Analysis,School of Earth and Planetary Sciences (EPS),12
PRRE5001 (v.1),Process Mineralogy Techniques,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN5017 (v.1),Process Plant Engineering,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN3000 (v.1),Process Plant Engineering,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN2000 (v.1),Process Principles,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN4001 (v.1),Process Safety and Risk Management,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN5006 (v.1),Process Safety and Risk Management,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN2004 (v.2),Process Simulation,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN5072 (v.1),Process Synthesis and Design,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN3003 (v.1),Process Synthesis and Design,"WASM: Minerals, Energy and Chemical Engineering",25
PROC6000 (v.1),Procurement and Contract Negotiation,School of Management,25
INDE6000 (v.1),Production Planning and Management,"School of Elec Eng, Comp and Math Sci (EECMS)",25
INDE3003 (v.1),Production Planning and Management,"School of Elec Eng, Comp and Math Sci (EECMS)",25
PEEN6006 (v.1),Production Technology,"WASM: Minerals, Energy and Chemical Engineering",25
HEAL2001 (v.1),Professional Communication in Exercise Science,School of Physiotherapy and Exercise Science,25
SPPA3004 (v.1),Professional Development in Speech Pathology,"School of Occ Therapy, Social Work and Speech Path",25
MCEN4010 (v.1),Professional Engineering Practice,School of Civil and Mechanical Engineering,12
ENGR6009 (v.1),Professional Engineering Research Design Project 1,Faculty of Science and Engineering,50
ENGR6010 (v.1),Professional Engineering Research Design Project 2,Faculty of Science and Engineering,50
EDUC5007 (v.1),Professional Experience 3: Using Data to Inform Teaching and Learning,School of Education,25
EDUC4040 (v.1),Professional Experience 4: The Internship,School of Education,100
EDUC5008 (v.1),Professional Experience 4: Transition into the Profession,School of Education,25
CMHL6001 (v.1),Professional Identity and Decision-Making,"School of Occ Therapy, Social Work and Speech Path",25
MIRA3003 (v.1),Professional Medical Radiation Practice,School of Molecular and Life Sciences (MLS),25
MIDW5005 (v.2),Professional Midwifery Theory and Practice,"School of Nursing, Midwifery and Paramedicine",50
NURS3004 (v.1),Professional Nursing Practice Contract,"School of Nursing, Midwifery and Paramedicine",25
COMS6002 (v.2),Professional or Creative Practice,"School of Media, Creative Arts and Social Inquiry",50
COMS6004 (v.1),Professional or Creative Project,"School of Media, Creative Arts and Social Inquiry",50
PHAR4003 (v.1),Professional Pharmacy Placement 1,School of Pharmacy and Biomedical Sciences,50
PHAR4004 (v.1),Professional Pharmacy Placement 2,School of Pharmacy and Biomedical Sciences,50
PHAR5010 (v.1),Professional Pharmacy Practice 1,School of Pharmacy and Biomedical Sciences,25
PHAR6008 (v.1),Professional Pharmacy Practice 2,School of Pharmacy and Biomedical Sciences,25
PHAR6007 (v.1),Professional Pharmacy Practice 3,School of Pharmacy and Biomedical Sciences,25
MGMT3008 (v.1),Professional Practice in Management,School of Management,25
PSYC6010 (v.2),Professional Practice in Psychology,School of Psychology,25
PUBH3002 (v.1),Professional Practice in Public Health,School of Public Health,25
EDSC1001 (v.1),Professional Practice in Secondary Education 1,School of Education,25
EDSC2001 (v.1),Professional Practice in Secondary Education 2,School of Education,25
EDSC3001 (v.1),Professional Practice in Secondary Education 3,School of Education,25
URDE5012 (v.1),Professional Practice in Urban and Regional Planning,School of Design and the Built Environment,25
URDE3001 (v.1),Professional Practice in Urban and Regional Planning,School of Design and the Built Environment,25
DENT3005 (v.1),Professional Practice of Oral Health Therapy,School of Pharmacy and Biomedical Sciences,25
PSYC6013 (v.2),Professional Psychology Practicum,School of Psychology,25
BLAW3014 (v.1),Professional Responsibility,Curtin Law School,25
PWRP5005 (v.1),Professional Writing Placement,"School of Media, Creative Arts and Social Inquiry",25
PWRP3002 (v.1),Professional Writing Placement,"School of Media, Creative Arts and Social Inquiry",25
PRJM6005 (v.1),Program and Portfolio Management,School of Design and the Built Environment,25
GRDE2013 (v.2),Programming for Digital Design,School of Design and the Built Environment,25
ICTE2001 (v.1),Programming for Visualisation Technologies,School of Design and the Built Environment,25
ICTE5003 (v.1),Programming for Visualisation Technologies,School of Design and the Built Environment,25
COMP2007 (v.1),Programming Languages,"School of Elec Eng, Comp and Math Sci (EECMS)",25
PRJM6010 (v.1),Project and People,School of Design and the Built Environment,25
PRJM6001 (v.1),Project Cost Management,School of Design and the Built Environment,25
BLDG3015 (v.1),Project Delivery Systems,School of Design and the Built Environment,25
BLDG4011 (v.1),Project Development and Appraisal,School of Design and the Built Environment,25
COMP5000 (v.1),Project in Computer Science,"School of Elec Eng, Comp and Math Sci (EECMS)",50
ISYS2013 (v.2),Project Management,School of Management,25
PRJM6009 (v.2),Project Management Integrated Project,School of Design and the Built Environment,50
PRJM6000 (v.1),Project Management Overview,School of Design and the Built Environment,25
PRJM6006 (v.1),Project Management Research 1,School of Design and the Built Environment,25
PRJM6012 (v.1),Project Management Research 2,School of Design and the Built Environment,25
PRJM6004 (v.1),Project Procurement Management,School of Design and the Built Environment,25
PUBH6024 (v.1),Project Proposal Development,"School of Nursing, Midwifery and Paramedicine",50
PRJM6008 (v.1),Project Quality Management,School of Design and the Built Environment,25
PRJM6003 (v.1),Project Risk Management,School of Design and the Built Environment,25
PRJM6002 (v.1),Project Time Management,School of Design and the Built Environment,25
EDUC4021 (v.1),Project-based iSTEM Education,School of Education,25
HLPR2003 (v.1),Promoting Mental Health and Social Inclusion,School of Public Health,25
HLPR1000 (v.1),Promoting Physical Activity and Injury Prevention,School of Public Health,25
PROP3003 (v.1),Property Capital Markets,School of Economics and Finance,25
BLDG2005 (v.1),Property Construction,School of Economics and Finance,25
PROP3001 (v.1),Property Development,School of Economics and Finance,25
PROP2001 (v.1),Property Economics,School of Economics and Finance,25
PROP3002 (v.1),Property Finance,School of Economics and Finance,25
PROP3000 (v.1),Property Investment Analysis,School of Economics and Finance,25
BLAW2009 (v.1),Property Law for Business,Curtin Law School,25
LAWS5005 (v.1),Property Law Practice,Curtin Law School,25
LAWS2000 (v.1),Property Law Principles,Curtin Law School,25
PROP2000 (v.1),Property Market Analysis,School of Economics and Finance,25
PROP2002 (v.1),Property Principles,School of Economics and Finance,25
VALU2000 (v.1),Property Valuation Methodology,School of Economics and Finance,25
VALU3001 (v.1),Property Valuation Practice,School of Economics and Finance,25
STAT3008 (v.1),Provisioning Techniques,"School of Elec Eng, Comp and Math Sci (EECMS)",25
PSYC7006 (v.1),Psychological Assessment Theories and Practice,School of Psychology,25
PSYC7016 (v.1),Psychological Interventions for Couples and Families,School of Psychology,25
PSYC7014 (v.1),Psychological Interventions Over The Lifespan,School of Psychology,25
PSYC2002 (v.1),Psychological Science Correlational Methods,School of Psychology,25
BEHV2000 (v.1),Psychological Science Experimental Methods,School of Psychology,25
PSYC6014 (v.1),Psychological Theories and Applications,School of Psychology,25
PSYC7001 (v.1),Psychology Doctoral Practicum 1,School of Psychology,12
PSYC7002 (v.1),Psychology Doctoral Practicum 2,School of Psychology,12
PSYC7003 (v.1),Psychology Doctoral Practicum 3,School of Psychology,12
PSYC4001 (v.1),Psychology Honours Dissertation,School of Psychology,50
PSYC4000 (v.1),Psychology Honours Dissertation Preparation,School of Psychology,50
PSYC6002 (v.1),Psychology Masters Dissertation 1,School of Psychology,25
PSYC6003 (v.1),Psychology Masters Dissertation 2,School of Psychology,25
PSYC6004 (v.1),Psychology Masters Dissertation 3,School of Psychology,50
PSYC6005 (v.1),Psychology Masters Practicum 1,School of Psychology,25
PSYC6006 (v.1),Psychology Masters Practicum 2,School of Psychology,25
PSYC6007 (v.1),Psychology Masters Practicum 3,School of Psychology,25
PSYC2000 (v.1),Psychology of Learning,School of Psychology,25
PSYC7009 (v.1),Psychology Research Methods,School of Psychology,25
PSYC4002 (v.1),Psychology Undergraduate Dissertation,School of Psychology,50
PSYC4007 (v.2),Psychology Undergraduate Dissertation Preparation,School of Psychology,50
PSYC7017 (v.1),Psychopathology and Advanced Psychotherapy Process,School of Psychology,25
INDH2013 (v.1),Psychopharmacology in Indigenous Mental Health,Centre for Aboriginal Studies,25
PSYC6009 (v.1),Psychosocial Interventions for Psychosis,School of Psychology,25
PSYC7010 (v.1),Psychotherapy,School of Psychology,25
PSYC7018 (v.1),Psychotherapy Skills,School of Psychology,25
PUBP6011 (v.1) Public Financial Management (ANZSOG),Public Financial Management (ANZSOG),School of Management,25
PUBH6036 (v.1),Public Health Capstone,School of Public Health,50
PUBH4001 (v.1),Public Health Honours Dissertation,School of Public Health,75
PUBH4000 (v.1),Public Health Honours Preparation,School of Public Health,75
PUBH6009 (v.1),Public Health Practicum,School of Public Health,25
PUBH6030 (v.1),Public Health Protection and Control,School of Public Health,25
ENHL6004 (v.1),Public Health Response to Climate Change,School of Public Health,25
PUBH6025 (v.1),Public Health Special Topics,School of Public Health,25
LAWS2010 (v.1),Public International Law,Curtin Law School,25
MGMT5029 (v.1),Public Policy and Strategy,Curtin Malaysia,25
PUBR2002 (v.2),Public Relations in Society,School of Marketing,25
BLAW2008 (v.1),Public Relations Law,Curtin Law School,25
PUBR3001 (v.2),Public Relations Planning and Evaluation,School of Marketing,25
PUBR2001 (v.1),Public Relations Techniques,School of Marketing,25
ACCT5031 (v.1),Public Sector Accounting,Curtin Malaysia,25
MIRI5000 (v.1),Public Sector Accounting,Curtin Malaysia,25
ACCT5027 (v.2),"Public Sector Accounting, Accountability and Policy",School of Accounting,25
ECON5007 (v.1),Public Sector Economics,Curtin Malaysia,25
MGMT5031 (v.1),Public Sector Marketing,Curtin Malaysia,25
MGMT5028 (v.1),Public Sector Transformation,Curtin Malaysia,25
GRDE2018 (v.1),Publication Design,School of Design and the Built Environment,25
PROC5000 (v.1),Purchasing and Procurement Overview,School of Management,25
PRRE3008 (v.1),Pyrometallurgy,"WASM: Minerals, Energy and Chemical Engineering",25
PRRE5002 (v.1),Pyrometallurgy Techniques,"WASM: Minerals, Energy and Chemical Engineering",25
MGMT4006 (v.2),Qualitative Methods for Research,Faculty of Business and Law,25
NURS5035 (v.1),Qualitative Methods in Health Research,"School of Nursing, Midwifery and Paramedicine",25
MEDS6040 (v.1),Qualitative Research in Public Health,School of Public Health,25
PSYC4004 (v.1),Quality Assurance in Psychological Research,School of Psychology,25
BLDG4030 (v.1),Quality in Construction,School of Design and the Built Environment,25
STAT2002 (v.1),Quantitative Biology,School of Molecular and Life Sciences (MLS),25
STAT5005 (v.1),Quantitative Biology,School of Molecular and Life Sciences (MLS),25
EDPR5007 (v.1),Quantitative Mathematics for Science Inquiry,School of Education,25
EPID6001 (v.2),Quantitative Methods,School of Public Health,25
MGMT4004 (v.2),Quantitative Methods for Business Research,School of Management,25
MATH2013 (v.1),Quantitative Modelling,School of Management,25
ECOM2001 (v.1),Quantitative Techniques for Business,School of Economics and Finance,25
PHYS3008 (v.1),Quantum Physics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
PHYS1008 (v.3),Radiation Physics and Instrumentation,School of Molecular and Life Sciences (MLS),25
MIRA1004 (v.1),Radiation Therapy Practice 1,School of Molecular and Life Sciences (MLS),25
MIRA2016 (v.1),Radiation Therapy Practice 2,School of Molecular and Life Sciences (MLS),25
MIRA2010 (v.1),Radiation Therapy Practice 3,School of Molecular and Life Sciences (MLS),25
MIRA3008 (v.1),Radiation Therapy Practice 4,School of Molecular and Life Sciences (MLS),25
JOUR5002 (v.2),Radio News,"School of Media, Creative Arts and Social Inquiry",25
JOUR2000 (v.1),Radio News,"School of Media, Creative Arts and Social Inquiry",25
MIRA2011 (v.1),Radiobiology and Fractionation,School of Molecular and Life Sciences (MLS),25
CHEN5040 (v.1),Reaction Engineering,"WASM: Minerals, Energy and Chemical Engineering",25
CHEN3010 (v.1),Reaction Engineering,"WASM: Minerals, Energy and Chemical Engineering",25
CHEM1002 (v.1),Reactivity and Function in Chemistry,School of Molecular and Life Sciences (MLS),25
MGMT4003 (v.1),Reading for Research,School of Management,25
SCST3010 (v.1),Reading Screens,"School of Media, Creative Arts and Social Inquiry",25
LCST5000 (v.1),Reading the City,"School of Media, Creative Arts and Social Inquiry",25
LCST3000 (v.1),Reading the City,"School of Media, Creative Arts and Social Inquiry",25
LAWS2001 (v.1),Real Property Law,Curtin Law School,25
LCST2004 (v.2),Reality and its Other,"School of Media, Creative Arts and Social Inquiry",25
LCST5003 (v.2),Reality and its Other,"School of Media, Creative Arts and Social Inquiry",25
INFO1001 (v.1),Recordkeeping Concepts and Practice,"School of Media, Creative Arts and Social Inquiry",25
INFO5002 (v.1),Recordkeeping Concepts and Practice,"School of Media, Creative Arts and Social Inquiry",25
INFO5020 (v.1),Reference Services,"School of Media, Creative Arts and Social Inquiry",25
INFO2017 (v.1),Reference Services,"School of Media, Creative Arts and Social Inquiry",25
EDUC3002 (v.1),Reflection and Research in Education,School of Education,25
PUBR3002 (v.2),Reflective Practice,School of Marketing,25
EDSC5001 (v.1),Reflective Teaching,School of Education,12
HEAL6007 (v.3),Refugee and Migrant Health,School of Public Health,25
HRIG5004 (v.2),Refugee Rights,"School of Media, Creative Arts and Social Inquiry",25
ECON6022 (v.1),Regional and Socioeconomic Impact,"WASM: Minerals, Energy and Chemical Engineering",25
URDE3000 (v.1),Regional Planning,School of Design and the Built Environment,25
URDE5002 (v.1),Regional Planning,School of Design and the Built Environment,25
XINO5000 (v.1),Regional Study in the Indo-Pacific,"School of Media, Creative Arts and Social Inquiry",25
GEOL3005 (v.1),Regolith Geology and Mineral Exploration,School of Earth and Planetary Sciences (EPS),25
GEOL5016 (v.1),Regolith Geology and Mineral Exploration,School of Earth and Planetary Sciences (EPS),25
STAT1000 (v.1),Regression and non-Parametric Inference,"School of Elec Eng, Comp and Math Sci (EECMS)",12
STAT1006 (v.1),Regression and Nonparametric Inference,"School of Elec Eng, Comp and Math Sci (EECMS)",25
STEN3005 (v.1),Reinforced Concrete Design,School of Civil and Mechanical Engineering,25
ASTR3000 (v.1),Relativistic Astrophysics and Cosmology,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MGMT6012 (v.2),"Remuneration, Reward and Performance Management",School of Management,25
ELEN6013 (v.1),Renewable Energy Principles,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ELEN3004 (v.1),Renewable Energy Principles,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ELEN6018 (v.1),Renewable Power Generation Systems,"School of Elec Eng, Comp and Math Sci (EECMS)",25
PHRM6004 (v.1),Reporting and Disseminating Pharmacological Research,School of Pharmacy and Biomedical Sciences,12
MEDS3000 (v.1),Reproductive Biology and Technology,School of Pharmacy and Biomedical Sciences,25
CMPE2002 (v.1),Requirements Engineering,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MEDS6013 (v.2),Research and Evaluation in Health,"School of Nursing, Midwifery and Paramedicine",25
JOUR6002 (v.1),Research and Investigative Skills,"School of Media, Creative Arts and Social Inquiry",25
PUBH6038 (v.1),Research for Social Work Practice,"School of Occ Therapy, Social Work and Speech Path",25
EDHE5010 (v.1),Research for the Scholarship of Learning and Teaching,School of Education,25
BLDG4027 (v.2),Research in Professional Practice in Construction,School of Design and the Built Environment,25
ENGR6008 (v.1),Research Methods for Advanced Engineering,Faculty of Science and Engineering,25
EDUC6041 (v.1),Research Methods in Applied Linguistics,School of Education,25
INAR3004 (v.1),Research Methods in Interior Architecture,School of Design and the Built Environment,12
EDUC6011 (v.1),Research on Learning in Educational Contexts,School of Education,25
INCD3009 (v.1),Research Planning Processes for Indigenous Australians,Centre for Aboriginal Studies,50
MGMT6053 (v.1),Research Project,School of Management,50
SPPA6006 (v.1),Research Project in Speech Pathology,"School of Occ Therapy, Social Work and Speech Path",50
INCD3010 (v.1),Research Reporting Processes for Indigenous Australians,Centre for Aboriginal Studies,50
MATH6002 (v.1),Research Statistics,School of Management,25
AGRI6001 (v.1),Research Thesis - Agriculture,School of Molecular and Life Sciences (MLS),NA
MEDI6003 (v.1),Research Thesis - Biomedical Science,School of Pharmacy and Biomedical Sciences,NA
CHEM6001 (v.1),Research Thesis - Chemistry,School of Molecular and Life Sciences (MLS),NA
ERTH6000 (v.1),Research Thesis - Earth and Planetary Sciences,School of Earth and Planetary Sciences (EPS),NA
ECON6026 (v.1),Research Thesis - Economics and Finance,School of Economics and Finance,NA
ENST6008 (v.1),Research Thesis - Environmental Science,School of Molecular and Life Sciences (MLS),NA
FINA6000 (v.1),Research Thesis - Fine Arts,Faculty of Humanities,NA
MKTG6017 (v.1),Research Thesis - Marketing,School of Marketing,NA
PHYS6001 (v.1),Research Thesis - Physics,"School of Elec Eng, Comp and Math Sci (EECMS)",NA
PUBH6039 (v.1),Research Thesis - Public Health,School of Public Health,NA
BIOL3006 (v.2),Research to Practice in Speech Pathology 1,"School of Occ Therapy, Social Work and Speech Path",25
STAT3004 (v.1),Research to Practice in Speech Pathology 2,"School of Occ Therapy, Social Work and Speech Path",25
NPSC2001 (v.1),"Research, Leadership and Entrepreneurship in Science 1",Faculty of Science and Engineering,50
NPSC3000 (v.1),"Research, Leadership and Entrepreneurship in Science 2",Faculty of Science and Engineering,50
EDSC5036 (v.1),Research-Based Inquiry to Enhance Practice,School of Education,25
PEEN3001 (v.1),Reservoir Engineering Fundamentals,"WASM: Minerals, Energy and Chemical Engineering",25
PEEN3008 (v.1),Reservoir Engineering Practices,"WASM: Minerals, Energy and Chemical Engineering",25
GEOP3002 (v.1),Resistivity and Induced Polarisation Exploration Methods,"WASM: Minerals, Energy and Chemical Engineering",25
GEOP6002 (v.1),Resistivity and Induced Polarisation Exploration Methods,"WASM: Minerals, Energy and Chemical Engineering",25
GEOL2002 (v.1),Resource and Structural Geology,School of Earth and Planetary Sciences (EPS),25
ECON6021 (v.1),Resource Cost and Capital,"WASM: Minerals, Energy and Chemical Engineering",25
INFO2000 (v.1),Resource Description and Access,"School of Media, Creative Arts and Social Inquiry",25
INFO5008 (v.1),Resource Description and Access,"School of Media, Creative Arts and Social Inquiry",25
MINE3010 (v.1),Resource Estimation,"WASM: Minerals, Energy and Chemical Engineering",25
GEOL1001 (v.1),Resource Geology,School of Earth and Planetary Sciences (EPS),12
ECON6013 (v.1),Resource Sector Finance,"WASM: Minerals, Energy and Chemical Engineering",25
MGMT6040 (v.1),Resource Sector Management,"WASM: Minerals, Energy and Chemical Engineering",25
PRRE1003 (v.1),"Resources, Processes and Materials Engineering",Faculty of Science and Engineering,25
MINE5008 (v.1),Responsible Mining,"WASM: Minerals, Energy and Chemical Engineering",25
MKTG3007 (v.2),Retailing and E-Commerce,School of Marketing,25
INCD2006 (v.2),Reviewing Indigenous Australian Community Projects,Centre for Aboriginal Studies,25
VISA5005 (v.2),Reviewing Literature in Art and Design,"School of Media, Creative Arts and Social Inquiry",25
STAT3009 (v.1),Risk Analysis,"School of Elec Eng, Comp and Math Sci (EECMS)",25
CSEN6006 (v.1),Risk Analysis and Construction Management,School of Civil and Mechanical Engineering,25
STAT3002 (v.1),Risk Analysis and Credibility Theory,"School of Elec Eng, Comp and Math Sci (EECMS)",25
STAT5000 (v.1),Risk Analysis and Credibility Theory,"School of Elec Eng, Comp and Math Sci (EECMS)",25
OCHS2002 (v.1),Risk Assessment and Risk Management,School of Public Health,25
COMM5000 (v.2),Risk Assessment and Strategies,School of Management,25
MGMT2012 (v.1),Risk Management,School of Management,25
OCHS5003 (v.1),Risk Management and Safety Technology,School of Public Health,25
MINE6034 (v.1),Rock and Soil Slope Engineering,"WASM: Minerals, Energy and Chemical Engineering",25
MINE3003 (v.2),Rock Excavation,"WASM: Minerals, Energy and Chemical Engineering",25
MINE5003 (v.1),Rock Excavation Technology,"WASM: Minerals, Energy and Chemical Engineering",25
URDE3003 (v.1),Rural Resource Planning,School of Design and the Built Environment,25
INTR5004 (v.1),Russian and Eurasian Studies,"School of Media, Creative Arts and Social Inquiry",25
BLAW2011 (v.1),Safety and Environmental Health Law,Curtin Law School,25
HEAL5001 (v.2),Safety and Quality in Health Care,School of Public Health,25
PEEN5003 (v.1),"Safety, Reliability and Integrity Management","WASM: Minerals, Energy and Chemical Engineering",25
SPAT3003 (v.1),Satellite and Space Geodesy,School of Earth and Planetary Sciences (EPS),25
COMT6005 (v.1),Satellite Communications,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ISAD6003 (v.1),Scalable Software Engineering,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MGMT5019 (v.1),Scenarios and Strategy,School of Management,25
EDUC5010 (v.1),Schooling and Australian Society,School of Education,25
SMED6015 (v.1),Science and Mathematics Education Special Topics,School of Education,25
PSYC1002 (v.1),Science and Professional Practice in Psychology,School of Psychology,25
COMS1000 (v.1),Science Communications,Faculty of Science and Engineering,12
NPSC0001 (v.1),Science Foundations,Centre for Aboriginal Studies,25
NPSC5000 (v.1),Science Masters Research Methodologies,Faculty of Science and Engineering,25
NPSC2000 (v.1),Science Professional Practice,Faculty of Science and Engineering,25
EDUC6021 (v.1),Science Technology Engineering and Mathematics Instructional Design and Evaluation,School of Education,25
EDUC6019 (v.1),Science Technology Engineering and Mathematics Learning Environments,School of Education,25
NPSC1002 (v.1),"Science, Technology and Global Problems",Faculty of Science and Engineering,25
EDUC7012 (v.1),"Science, Technology, Engineering and Mathematics Advanced Instructional Design and Evaluation",School of Education,25
NPSC1001 (v.1),Scientific Computing,"School of Elec Eng, Comp and Math Sci (EECMS)",25
PHYS2004 (v.1),Scientific Data Acquisition,"School of Elec Eng, Comp and Math Sci (EECMS)",25
PHYS3006 (v.1),Scientific Data Analysis,"School of Elec Eng, Comp and Math Sci (EECMS)",25
FOOD5000 (v.1),Seafood Technology,School of Molecular and Life Sciences (MLS),25
EDSC5028 (v.1),Secondary Professional Experience 1: Planning,School of Education,25
EDSC2008 (v.1),Secondary Professional Experience 1: Planning,School of Education,25
EDSC2009 (v.1),Secondary Professional Experience 2: Assessment and Reporting,School of Education,25
EDSC5029 (v.1),Secondary Professional Experience 2: Assessment and Reporting,School of Education,25
EDSC3005 (v.1),Secondary Professional Experience 3: Using Data to Inform Teaching and Learning,School of Education,25
MIRA5007 (v.1),"Sectional Anatomy, Embryology and Pathophysiology",School of Molecular and Life Sciences (MLS),25
ISEC6000 (v.1),Secure DevOps,"School of Elec Eng, Comp and Math Sci (EECMS)",25
POLS5002 (v.1),Security and Conflict in the Indian Ocean and Persian Gulf,"School of Media, Creative Arts and Social Inquiry",25
GEOL2004 (v.1),Sedimentology and Stratigraphy,School of Earth and Planetary Sciences (EPS),25
GEOP3004 (v.1),Seismic Acquisition for Exploration,"WASM: Minerals, Energy and Chemical Engineering",12
GEOP6009 (v.1),Seismic Data Processing,"WASM: Minerals, Energy and Chemical Engineering",12
GEOP4000 (v.1),Seismic Imaging and Modelling,"WASM: Minerals, Energy and Chemical Engineering",25
GEOP4002 (v.1),Seismic Interpretation,"WASM: Minerals, Energy and Chemical Engineering",25
ELEN6000 (v.1),Selected Topics in Electrical Utility Engineering,"School of Elec Eng, Comp and Math Sci (EECMS)",25
ANTH1000 (v.1),"Self, Culture and Society","School of Media, Creative Arts and Social Inquiry",25
CULT1000 (v.2),Senses of Place,"School of Media, Creative Arts and Social Inquiry",25
EEET6000 (v.2),Sensor Networks,"School of Elec Eng, Comp and Math Sci (EECMS)",25
FOOD3007 (v.1),Sensory and Consumer Evaluation of Food,School of Molecular and Life Sciences (MLS),25
MKTG3006 (v.1),Services Marketing,School of Marketing,25
SXLG6004 (v.1),Sexological Education,School of Public Health,25
SXLG6001 (v.1),Sexological Practice,School of Public Health,25
SXLG6000 (v.2),Sexology Attitudes and Values,School of Public Health,25
SXLG6002 (v.1),Sexology Challenges and Opportunities,School of Public Health,25
SXLG3000 (v.1),Sexology in a Contemporary Context,School of Public Health,25
SXLG6005 (v.1),Sexual and Reproductive Health in Sexology,School of Public Health,25
EDUC4012 (v.1),Sexuality and Relationships Education,School of Education,25
EDUC5004 (v.1),Sexuality and Relationships Education,School of Education,25
HEAL6004 (v.2),Sexually Transmissible Infection and HIV-  International Perspectives,School of Public Health,25
AQUA5001 (v.1),Shellfish Aquaculture,School of Molecular and Life Sciences (MLS),25
