code,title,availability,units
MIDI6591,Optimising Childbearing,Trimester 3 - 2020 (Callaghan)Trimester 3 - 2020 (HKUSP)Trimester 3 - 2020 (Online),10 units
Back to top,Back to top,Back to top,Back to top
MKTG1001,Foundations of Marketing,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore),10 units
MKTG2010,Marketing Research,Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Newcastle City)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore),10 units
MKTG2101,Consumer Behaviour,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore),10 units
MKTG3000,Strategic Marketing Management,Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Newcastle City)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
MKTG3002,Digital and Social Media Marketing,Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Newcastle City)Trimester 3 - 2020 (Singapore),10 units
MKTG3003,Creating and Managing Brands,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City),10 units
MKTG3004,Advertising and Marketing Communications Strategy,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City),10 units
MKTG3040,Services Marketing,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City),10 units
MKTG3060,International Marketing,Semester 2 - 2020 (Newcastle City)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
MKTG4000,Theory in Marketing,Semester 1 - 2020 (Newcastle City),20 units
Back to top,Back to top,Back to top,Back to top
MNGT1001,Introduction to Management,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City)Trimester 1 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
MNGT1002,Introduction to Entrepreneurship and Innovation,Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Newcastle City)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore),10 units
MNGT2002,Business Venturing,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore),10 units
MNGT2003,Entrepreneurial and Innovation Diversity,Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore),10 units
MNGT2004,Managing Innovation,Semester 2 - 2020 (Newcastle City),10 units
MNGT2005,Leadership and Ethics,Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Newcastle City)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore),10 units
MNGT2006,Decision Making under Uncertainty,Semester 2 - 2020 (Newcastle City),10 units
MNGT2007,Ideation in Enterprise,Semester 1 - 2020 (Newcastle City),10 units
MNGT3002,Knowledge Management,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City)Trimester 3 - 2020 (Singapore),10 units
MNGT3006,Entrepreneurial Strategy,Semester 2 - 2020 (Newcastle City),20 units
MNGT3007,Social Entrepreneurship,Semester 1 - 2020 (Newcastle City)Trimester 3 - 2020 (Singapore),10 units
MNGT3008,Advanced Innovation Management,Semester 2 - 2020 (Newcastle City)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
MNGT3009,Business Development and Growth,Semester 2 - 2020 (Newcastle City),10 units
MNGT3011,Leading Organisational Change,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City)Trimester 1 - 2020 (Singapore),10 units
MNGT3012,Strategic Business Management,Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Newcastle City)Trimester 2 - 2020 (Singapore),10 units
MNGT4000,Theory in Management,Semester 1 - 2020 (Newcastle City),20 units
Back to top,Back to top,Back to top,Back to top
MRSC1010,Medical Radiation Science 1A,Semester 1 - 2020 (Callaghan),10 units
MRSC1060,Medical Radiation Science 2A,Semester 1 - 2020 (Callaghan),10 units
MRSC1110,Diagnostic Radiography Professional Practice 1,Semester 2 - 2020 (Callaghan),10 units
MRSC1150,Diagnostic Radiography Methods 1,Semester 2 - 2020 (Callaghan),10 units
MRSC1201,Basic Radiation Therapy Methods IB,Semester 2 - 2020 (Callaghan),10 units
MRSC1220,Radiation Therapy Professional Practice 1B,Semester 2 - 2020 (Callaghan),10 units
MRSC1330,Nuclear Medicine Professional Practice 1B,Semester 2 - 2020 (Callaghan),10 units
MRSC1350,Nuclear  Medicine Methods 1,Semester 2 - 2020 (Callaghan),10 units
MRSC2100,Diagnostic Radiography Methods IIA,Semester 1 - 2020 (Callaghan),10 units
MRSC2110,Diagnostic Radiography Professional Practice 2A,Semester 1 - 2020 (Callaghan),10 units
MRSC2150,Diagnostic Radiography Methods IIB,Semester 2 - 2020 (Callaghan),10 units
MRSC2160,Diagnostic Radiography Professional Practice IIB,Semester 2 - 2020 (Callaghan),10 units
MRSC2200,Radiation Therapy Methods IIA,Semester 1 - 2020 (Callaghan),10 units
MRSC2220,Radiation Therapy Professional Practice 2A,Semester 1 - 2020 (Callaghan),10 units
MRSC2250,Radiation Therapy Methods IIB,Semester 2 - 2020 (Callaghan),10 units
MRSC2270,Radiation Therapy Professional Practice 2B,Semester 2 - 2020 (Callaghan),10 units
MRSC2300,Nuclear Medicine Methods IIA,Semester 1 - 2020 (Callaghan),10 units
MRSC2330,Nuclear Medicine Professional Practice 2A,Semester 1 - 2020 (Callaghan),10 units
MRSC2350,Nuclear Medicine Methods IIB,Semester 2 - 2020 (Callaghan),10 units
MRSC2380,Nuclear Medicine Professional Practice 2B,Semester 2 - 2020 (Callaghan),10 units
MRSC2501,Medical Radiation Science Instrumentation IIA,Semester 1 - 2020 (Callaghan),10 units
MRSC2560,Diagnostic Radiography Instrumentation 2B,Semester 2 - 2020 (Callaghan),10 units
MRSC2570,Radiation Therapy Instrumentation 2B,Semester 2 - 2020 (Callaghan),10 units
MRSC2580,Nuclear Medicine Instrumentation 2B,Semester 2 - 2020 (Callaghan),10 units
MRSC3020,MRS Cross-Sectional Imaging 1,Semester 1 - 2020 (Callaghan),10 units
MRSC3080,MRS Cross-Sectional Imaging 2,Semester 2 - 2020 (Callaghan),10 units
MRSC3100,Diagnostic Radiography Methods IIIA,Not currently offered,20 units
MRSC3105,Diagnostic Radiography Methods 111A,Semester 1 - 2020 (Callaghan),10 units
MRSC3111,Diagnostic Radiography Professional Practice 3A,Semester 1 - 2020 (Callaghan),10 units
MRSC3150,Diagnostic Radiography Methods IIIB,Not currently offered,20 units
MRSC3155,Diagnostic Radiography Methods IIIB,Semester 2 - 2020 (Callaghan),10 units
MRSC3160,Diagnostic Radiography Professional Practice 3B,Semester 2 - 2020 (Callaghan),10 units
MRSC3200,Radiation Therapy Methods IIIA,Not currently offered,20 units
MRSC3205,Radiation Therapy Methods 111A,Semester 1 - 2020 (Callaghan),10 units
MRSC3220,Radiation Therapy Professional Practice 3A,Semester 1 - 2020 (Callaghan),10 units
MRSC3251,Advanced and Future Radiation Therapy Methods IIIB,Semester 2 - 2020 (Callaghan),10 units
MRSC3255,Transition to Radiation Therapy Practice IIIB,Semester 2 - 2020 (Callaghan),10 units
MRSC3260,Radiation Therapy Methods IIIB,Semester 2 - 2020 (Callaghan),10 units
MRSC3270,Radiation Therapy Professional Practice 3B,Semester 2 - 2020 (Callaghan),10 units
MRSC3300,Nuclear Medicine Methods IIIA,Not currently offered,20 units
MRSC3305,Nuclear Medicine Methods IIIA,Semester 1 - 2020 (Callaghan),10 units
MRSC3330,Nuclear Medicine Professional Practice 3A,Semester 1 - 2020 (Callaghan),10 units
MRSC3350,Nuclear Medicine Methods IIIB,Not currently offered,20 units
MRSC3355,Nuclear Medicine Methods IIIB,Semester 2 - 2020 (Callaghan),10 units
MRSC3380,Nuclear Medicine Professional Practice 3B,Semester 2 - 2020 (Callaghan),10 units
MRSC4040,MRS Image Interpretation,Semester 1 - 2020 (Callaghan),10 units
MRSC4050,MRS Transition to Practice,Semester 1 - 2020 (Callaghan),10 units
MRSC4080,MRS Advanced and Future Practice,Semester 2 - 2020 (Callaghan),10 units
MRSC4110,Diagnostic Radiography Professional Practice IVA,Semester 1 - 2020 (Callaghan),10 units
MRSC4160,Diagnostic Radiography Professional Practice IVB,Semester 2 - 2020 (Callaghan),10 units
MRSC4220,Radiation Therapy Professional Practice IVA,Semester 1 - 2020 (Callaghan),10 units
MRSC4270,Radiation Therapy Professional Practice IVB,Semester 2 - 2020 (Callaghan),10 units
MRSC4330,Nuclear Medicine Professional Practice IVA,Semester 1 - 2020 (Callaghan),10 units
MRSC4380,Nuclear Medicine Professional Practice IVB,Semester 2 - 2020 (Callaghan),10 units
Back to top,Back to top,Back to top,Back to top
MTEC6700,Applications of Music Technology,Trimester 2 - 2020 (Online),10 units
MTEC6701,MIDI and Sequencing Techniques,Not currently offered,10 units
MTEC6702,Advanced Musical Scoring Techniques,Not currently offered,10 units
MTEC6703,Studio Sound Techniques,Not currently offered,10 units
MTEC6704,Live Sound Techniques,Not currently offered,10 units
MTEC6705,Music and Digital Media,Trimester 3 - 2020 (Online),10 units
MTEC6706,Computer Assisted Instruction in Music,Not currently offered,10 units
MTEC6707,Music and the Internet,Trimester 1 - 2020 (Online),10 units
MTEC6709,Specialised Technology Project A,Not currently offered,10 units
MTEC6710,Specialised Technology Project B,Not currently offered,10 units
Back to top,Back to top,Back to top,Back to top
MUSI1060,Introduction to Digital Music Making,Semester 2 - 2020 (Online),10 units
MUSI1142,Performing Baroque Music,Not currently offered,10 units
MUSI1150,Popular Music Performance,Semester 2 - 2020 (Newcastle City),10 units
MUSI1160,Keyboard and Music Proficiency,Not currently offered,10 units
MUSI1181,Film Music,Not currently offered,10 units
MUSI1190,World Music,Not currently offered,10 units
MUSI1201,Principal Study 1,Not currently offered,10 units
MUSI1202,Principal Study 2,Not currently offered,10 units
MUSI1260,Introduction to Music Theory,Semester 1 - 2020 (Newcastle City),10 units
MUSI1301,Professional Practice 1,Not currently offered,10 units
MUSI1302,Professional Practice 2,Not currently offered,10 units
MUSI1441,The Music Industry,Not currently offered,10 units
MUSI1442,Navigating the Music Industry,Not currently offered,10 units
MUSI1443,The Musician in Society,Not currently offered,10 units
MUSI1461,Collaborative Music Making 1,Semester 1 - 2020 (Newcastle City),10 units
MUSI1462,Collaborative Music Making 2,Semester 2 - 2020 (Newcastle City),10 units
MUSI1561,Creative Music Studio 1,Semester 1 - 2020 (Newcastle City),10 units
MUSI1562,Creative Music Studio 2,Semester 2 - 2020 (Newcastle City),10 units
MUSI1700,Introduction to Music Technology,Not currently offered,10 units
MUSI1705,Foundations in Digital Music and Media,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
MUSI1731,"Sound, Music and Texture",Semester 1 - 2020 (Newcastle City),10 units
MUSI1732,The Rhythms of Music,Semester 2 - 2020 (Newcastle City),10 units
MUSI1901,Songwriting,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
MUSI2001,Introduction to Guitar,Winter - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Summer 2 - 2020 (Newcastle City)Semester 1 - 2020 (Newcastle City),10 units
MUSI2002,Introduction to Keyboard,Semester 1 - 2020 (Newcastle City)Winter - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
MUSI2003,Introduction to Percussion,Semester 2 - 2020 (Central Coast)Summer 2 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
MUSI2004,Introduction to Songwriting,Not currently offered,10 units
MUSI2014,Introduction to Guitar 2,Semester 2 - 2020 (Callaghan),10 units
MUSI2016,Vocal Studies for the Primary Classroom,Not currently offered,10 units
MUSI2102,Researching Australian Music,Not currently offered,10 units
MUSI2150,Funk and Fusion Performance,Semester 1 - 2020 (Newcastle City),10 units
MUSI2161,Music Direction and Techniques,Winter - 2020 (Newcastle City),10 units
MUSI2171,Romantic Music,Not currently offered,10 units
MUSI2201,Principal Study 3,Not currently offered,10 units
MUSI2202,Principal Study 4,Not currently offered,10 units
MUSI2301,Professional Practice 3,Semester 1 - 2020 (Newcastle City),10 units
MUSI2302,Professional Practice 4,Semester 2 - 2020 (Newcastle City),10 units
MUSI2441,Entering the Music Industry,Semester 1 - 2020 (Newcastle City),10 units
MUSI2461,Collaborative Music Making 3,Semester 1 - 2020 (Newcastle City),10 units
MUSI2462,Collaborative Music Making 4,Semester 2 - 2020 (Newcastle City),10 units
MUSI2561,Creative Music Studio 3,Semester 1 - 2020 (Newcastle City),10 units
MUSI2562,Creative Music Studio 4,Semester 2 - 2020 (Newcastle City),10 units
MUSI2701,Sound Studio Sessions,Winter - 2020 (Newcastle City),10 units
MUSI2702,Music Sound and Visual Media,Semester 2 - 2020 (Newcastle City),10 units
MUSI2705,Music Recording and Production Techniques,Semester 1 - 2020 (Newcastle City),10 units
MUSI2706,Music Digital Editing,Not currently offered,10 units
MUSI2731,"Chords, Harmonies and Progressions",Semester 1 - 2020 (Newcastle City),10 units
MUSI2821,Pedagogy I,Not currently offered,10 units
MUSI2822,Pedagogy ll,Not currently offered,10 units
MUSI2901,Songwriting Studio,Not currently offered,10 units
MUSI3102,Researching Australian Music,Semester 2 - 2020 (Newcastle City),10 units
MUSI3142,Performing Classical Music,Not currently offered,10 units
MUSI3150,Jazz Performance,Semester 2 - 2020 (Newcastle City),10 units
MUSI3201,Principal Study 5,Not currently offered,10 units
MUSI3202,Principal Study 6,Not currently offered,10 units
MUSI3203,Professional Project,Semester 2 - 2020 (Newcastle City),20 units
MUSI3301,Professional Practice 5,Semester 1 - 2020 (Newcastle City),10 units
MUSI3302,Professional Practice 6,Semester 2 - 2020 (Newcastle City),10 units
MUSI3442,Engaging in the Music Industry,Not currently offered,10 units
MUSI3461,Collaborative Music Making 5,Semester 1 - 2020 (Newcastle City),10 units
MUSI3501,Sonic Alchemy: Explorations in Sound and Visualisation,Not currently offered,10 units
MUSI3502,Music for Games and VR,Not currently offered,10 units
MUSI3602,Music Research Studies,Semester 1 - 2020 (Newcastle City),10 units
MUSI3731,Musical Arranging,Semester 1 - 2020 (Newcastle City),10 units
MUSI3822,Teaching and Pedagogy,Not currently offered,10 units
MUSI4401,Research Project Development,Semester 1 - 2020 (Newcastle City),20 units
MUSI4402,Research Methods,Semester 1 - 2020 (Newcastle City),20 units
MUSI4403,Music Honours 3,Not currently offered,20 units
MUSI4404,Music Honours 4,Not currently offered,20 units
MUSI4604,Honours Research Project,Semester 2 - 2020 (Newcastle City),40 units
Back to top,Back to top,Back to top,Back to top
NHIL1001,Natural History Field Studies 1,Semester 1 - 2020 (Newcastle City),10 units
NHIL1002,Natural History Studio Studies 1,Semester 1 - 2020 (Newcastle City),10 units
NHIL1003,Natural History Field Studies 2,Semester 2 - 2020 (Newcastle City),10 units
NHIL1004,Natural History Studio Studies 2,Semester 2 - 2020 (Newcastle City),10 units
NHIL1005,Introduction to Botanical Scientific Drawing,Not currently offered,10 units
NHIL2001,Advanced Field Studies,Semester 1 - 2020 (Newcastle City),20 units
NHIL2002,Natural History Theoretical Studies,Semester 1 - 2020 (Newcastle City),10 units
NHIL2003,Scientific Illustration Methods and Applied Studio Practice,Semester 2 - 2020 (Newcastle City),20 units
NHIL2004,Anatomical and Medical Illustration,Not currently offered,10 units
NHIL3001A,Natural History Illustration Major Project - Part A,Semester 1 - 2020 (Newcastle City),10 units
NHIL3001B,Natural History Illustration Major Project - Part B,Semester 2 - 2020 (Newcastle City),10 units
NHIL3002,Natural History Illustration Dissertation,Semester 1 - 2020 (Newcastle City),10 units
NHIL3003,Natural History Illustration External Project,Summer 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
NHIL3004,Natural History Field Studies and Culture,Semester 2 - 2020 (Newcastle City),10 units
NHIL4001,Natural History Illustration Honours A,Semester 1 - 2020 (Newcastle City),20 units
NHIL4002,Natural History Illustration Honours B,Semester 1 - 2020 (Newcastle City),20 units
NHIL4003,Natural History Illustration Honours C,Semester 2 - 2020 (Newcastle City),20 units
NHIL4004,Natural History Illustration Honours D,Semester 2 - 2020 (Newcastle City),20 units
Back to top,Back to top,Back to top,Back to top
NUDI1000,Nutrition 1,Semester 1 - 2020 (Callaghan),10 units
NUDI2110,Community Nutrition Practice,Semester 2 - 2020 (Callaghan),10 units
NUDI2200,Nutrition 2,Semester 2 - 2020 (Callaghan),10 units
NUDI2220,Food Science 2,Semester 1 - 2020 (Callaghan),10 units
NUDI3220,Clinical Nutrition 1,Semester 1 - 2020 (Callaghan),10 units
NUDI3230,Clinical Nutrition 2,Semester 2 - 2020 (Callaghan),10 units
NUDI3240,Dietetic Practice,Semester 1 - 2020 (Callaghan),10 units
NUDI3250,Nutrition Education Programs,Semester 2 - 2020 (Callaghan),10 units
NUDI3300,Food and Nutrition Service Management,Semester 2 - 2020 (Callaghan),10 units
NUDI3310,Community and Public Health Nutrition 2,Semester 1 - 2020 (Callaghan),10 units
NUDI4233A,Professional Practice in Nutrition and Dietetics 1 Part A,Semester 1 - 2020 (Callaghan),10 units
NUDI4233B,Community and Foodservice Professional Practice B,Semester 2 - 2020 (Callaghan),10 units
NUDI4245A,Professional Practice in Nutrition and Dietetics 2 Part A,Semester 1 - 2020 (Callaghan),10 units
NUDI4245B,Clinical Professional Practice in Dietetics B,Semester 2 - 2020 (Callaghan),10 units
NUDI4270,Sports Nutrition,Semester 1 - 2020 (Online),10 units
NUDI4280,Independent Professional Practice,Semester 2 - 2020 (Callaghan),10 units
NUDI4290,Paediatric Nutrition and Dietetics,Semester 1 - 2020 (Online),10 units
Back to top,Back to top,Back to top,Back to top
NURS1101,Foundations of Professional Practice 1A,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Port Macquarie),20 units
NURS1102,Primary Health Care,Not currently offered,10 units
NURS1103,Preparation for Clinical Practice,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Port Macquarie),10 units
NURS1201,Foundations of Professional Practice 1B,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Port Macquarie),20 units
NURS1202,Clinical Practice 1B,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Port Macquarie),10 units
NURS1272,Partnerships in Health Practice,Not currently offered,10 units
NURS2101,Foundations of Professional Practice 2A,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Port Macquarie),20 units
NURS2102,Clinical Practice 2A,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Port Macquarie),10 units
NURS2103,Mental Health Professional Practice,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Port Macquarie),10 units
NURS2162,"Health, Society and Substance Misuse",Not currently offered,10 units
NURS2163,Complementary Therapies in Healthcare,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Port Macquarie),10 units
NURS2182,Prudence in Nursing,Not currently offered,10 units
NURS2193,Nursing Therapeutics and Aged Clients,Not currently offered,10 units
NURS2194,Gastrointestinal Nursing Therapeutics,Not currently offered,10 units
NURS2201,Foundations of Professional Practice 2B,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Port Macquarie),20 units
NURS2202,Clinical Practice 2B,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Port Macquarie),10 units
NURS2203,Health and Illness in the Older Person,Not currently offered,10 units
NURS2230,Clinical for International Nurses,Not currently offered,10 units
NURS2283,Prudence and Nursing Research,Not currently offered,10 units
NURS2295,Mental Health and Nursing Therapeutics in Primary Care,Not currently offered,10 units
NURS2296,Cardiovascular /Respiratory Nursing Therapeutics,Not currently offered,20 units
NURS3101,Foundations of Professional Practice 3A,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Port Macquarie),20 units
NURS3102,Clinical Practice 3A,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Port Macquarie),10 units
NURS3103,Healthy Ageing Across Contexts and Communities,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Online)Semester 1 - 2020 (Port Macquarie),10 units
NURS3104,Chronic and Complex Care across the Lifespan,Not currently offered,10 units
NURS3105,Supervised Project,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast)Semester 1 - 2020 (Port Macquarie)Semester 2 - 2020 (Port Macquarie),10 units
NURS3106,"Leading, Teaching, Mentoring and Clinical Supervision for Health Professionals",Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Port Macquarie),10 units
NURS3107,Mental Health Professional Practice (Advanced),Semester 2 - 2020 (Online),10 units
NURS3109,Gender and Health,Not currently offered,10 units
NURS3163,Sexuality and Families,Not currently offered,10 units
NURS3184,Prudence and Professional Nursing,Not currently offered,10 units
NURS3197,Emergency Nursing Therapeutics,Not currently offered,10 units
NURS3198,Health Breakdown and Indigenous Populations,Not currently offered,10 units
NURS3201,Transition to Professional Practice,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan)Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Central Coast)Semester 1 - 2020 (Port Macquarie)Semester 2 - 2020 (Port Macquarie),20 units
NURS3273,Transition to Professional Practice A,Not currently offered,20 units
NURS3274,Transition to Professional Practice B,Not currently offered,20 units
NURS4301,Health Research Methods,Semester 1 - 2020 (Online)Semester 2 - 2020 (Online),20 units
NURS4302,Reviewing and Critiquing Literature,Semester 1 - 2020 (Online)Semester 2 - 2020 (Online),20 units
NURS4303,Research Progress,Semester 1 - 2020 (Online)Semester 2 - 2020 (Online),20 units
NURS4930,Honours Thesis Completion,Semester 1 - 2020 (Online)Semester 2 - 2020 (Online),20 units
NURS6018,Acute Nursing,Semester 2 - 2020 (Online),20 units
NURS6020,Emergency Nursing,Semester 2 - 2020 (Online),20 units
NURS6021,Health Assessment and Applied Pathophysiology,Semester 1 - 2020 (Online),20 units
NURS6022,Critical Care Nursing,Not currently offered,20 units
NURS6023,"Infant, Child, Adolescent and Family Development",Trimester 2 - 2020 (Online),10 units
NURS6024,Contemporary Issues in Paediatric Nursing,Trimester 3 - 2020 (Online),10 units
NURS6025,"Perinatal, infant and young child mental health (22 weeks gestation to 11 years of age)",Trimester 2 - 2020 (Online),10 units
NURS6026,Youth and Young Adult Mental Health: 12 to 24 Years,Trimester 3 - 2020 (Online),10 units
NURS6035,Therapeutic Engagement and Psychosocial Interventions,Trimester 2 - 2020 (Online),10 units
NURS6055,Mental Health Acute Care,Trimester 1 - 2020 (Online),10 units
NURS6061,Contemporary Mental Health,Trimester 2 - 2020 (Online)Trimester 3 - 2020 (Online),10 units
NURS6070,Mental Health of Older People,Trimester 3 - 2020 (Online),10 units
NURS6085,Forensic Mental Health,Trimester 1 - 2020 (Online),10 units
NURS6120,Contemporary Nursing,Trimester 2 - 2020 (Callaghan)Trimester 2 - 2020 (Online),10 units
NURS6190,Health Care and the Older Person,Trimester 3 - 2020 (Online),10 units
NURS6250,Ageing and Health,Trimester 2 - 2020 (Online),10 units
NURS6450,Symptom Management in Clinical Practice,Trimester 1 - 2020 (Callaghan)Trimester 1 - 2020 (Online),10 units
NURS6520,Contemporary Midwifery,Not currently offered,10 units
NURS6580,Midwifery Practice Issues,Not currently offered,10 units
NURS6591,Optimising Childbearing,Not currently offered,10 units
NURS6620,Biophysical and Integrated Clinical Diagnosis,Trimester 3 - 2020 (Callaghan),20 units
NURS6621,Clinical Practice A,Trimester 1 - 2020 (Online),10 units
NURS6622,Clinical Practice B,Trimester 3 - 2020 (Online),10 units
NURS6623,Leadership and Management in Practice,Trimester 1 - 2020 (Callaghan)Trimester 1 - 2020 (Online),10 units
NURS6624,Leading Change in Practice,Trimester 2 - 2020 (Online),10 units
NURS6640,Teaching and Learning in the Clinical Context,Trimester 2 - 2020 (Callaghan)Trimester 2 - 2020 (HKUSP)Trimester 2 - 2020 (Online),10 units
NURS6650,Infection Control,Trimester 3 - 2020 (Online),10 units
NURS6711,Palliative Care Practice,Trimester 3 - 2020 (Online),10 units
NURS6801,Primary Health Care,Trimester 1 - 2020 (Online),10 units
NURS6811,"Assessment: The Neonate, Child, Young Person and Family",Not currently offered,10 units
NURS6814,Pregnancy Birth and the Family,Not currently offered,10 units
NURS6815,Care of the Unwell Newborn,Trimester 1 - 2020 (Online),10 units
NURS6816,Neonatal Intensive Care Nursing,Not currently offered,10 units
NURS6900,Introduction to Research in Health Care,Trimester 1 - 2020 (Callaghan)Trimester 1 - 2020 (Online),10 units
NURS6910,Knowledge Translation in Health Care,Trimester 3 - 2020 (Callaghan)Trimester 3 - 2020 (HKUSP)Semester 1 - 2020 (Online)Trimester 3 - 2020 (Online),10 units
Back to top,Back to top,Back to top,Back to top
OCCT1110,Introduction to Occupational Therapy,Semester 1 - 2020 (Callaghan),10 units
OCCT1201,Introduction to Occupational Therapy Practice,Semester 2 - 2020 (Callaghan),10 units
OCCT1242,Group Processes in Occupational Therapy,Semester 2 - 2020 (Callaghan),10 units
OCCT2150,Enabling Occupation: Mental Health and Wellbeing,Semester 1 - 2020 (Callaghan),10 units
OCCT2151,Occupational Therapy and Everyday Living,Semester 1 - 2020 (Callaghan),10 units
OCCT2252,Motor and Process Abilities in Occupations,Semester 2 - 2020 (Callaghan),10 units
OCCT2253,Communication for Occupational Therapy Practice,Semester 2 - 2020 (Callaghan),10 units
OCCT2254,Beginning Professional Practice in Occupational Therapy,Semester 2 - 2020 (Callaghan),20 units
OCCT3160,Adapting Environments in the Home,Semester 1 - 2020 (Callaghan),10 units
OCCT3161,Intermediate Professional Practice in Occupational Therapy,Semester 1 - 2020 (Callaghan),20 units
OCCT3262,Enabling Occupation in Productivity,Semester 2 - 2020 (Callaghan),10 units
OCCT3264,"Children, Youth and Families: An Occupational Approach",Semester 2 - 2020 (Callaghan),10 units
OCCT4163,Occupational Science in the Community,Semester 1 - 2020 (Callaghan),10 units
OCCT4170,Leisure and Occupational Lifestyles,Semester 1 - 2020 (Callaghan),10 units
OCCT4171,Occupational Science in National and International Contexts,Semester 2 - 2020 (Callaghan),10 units
OCCT4172,Researching and Developing an Occupational Therapy Intervention,Semester 1 - 2020 (Callaghan),10 units
OCCT4273,Advanced Professional Practice in Occupational Therapy,Semester 2 - 2020 (Callaghan),20 units
OCCT4274,Transitioning into Occupational Therapy Practice,Semester 2 - 2020 (Callaghan),10 units
Back to top,Back to top,Back to top,Back to top
OHSE1120,Occupational Health,Not currently offered,10 units
OHSE2320,Ergonomics,Not currently offered,10 units
OHSE2610,OHS Practice,Trimester 1 - 2020 (Singapore),10 units
OHSE2630,Occupational Health,Trimester 2 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
OHSE2640,Hygiene and Toxicology I,Trimester 3 - 2020 (Singapore),10 units
OHSE2720,Ergonomics for OHS,Trimester 2 - 2020 (Singapore),10 units
OHSE2730,Occupational Safety,Trimester 1 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
OHSE2740,EOHS Management I,Trimester 3 - 2020 (Singapore),10 units
OHSE3620,Epidemiology & Environmental Health,Trimester 2 - 2020 (Singapore),10 units
