code,title,level,campus
AHA5002,Theories and Debates in Research,Bachelor,Footscray Park
APT5035,Theories and Techniques of Counselling,Postgraduate,City Flinders
ASA3023,Theory and Practice of International Development,Bachelor,Footscray Park
ASP3004,Theory and Research in International Politics,Bachelor,Footscray Park
NEM2201,Thermodynamics 1,Bachelor,Footscray Park
NEM3103,Thermodynamics 2,Bachelor,Footscray Park
BBA8904,Thesis (DBA) (Full-Time),Postgraduate,City Flinders
BBA8905,Thesis (DBA) (Part-Time),Postgraduate,City Flinders
APC7901,Thesis 1,Postgraduate,Footscray Nicholson
APC7902,Thesis 2,Postgraduate,Footscray Nicholson
APM6030,Thesis Research,Postgraduate,Footscray Nicholson
ECE3001,Thinking with Young Children: Language and Literacy,Bachelor,Footscray Park
ECE3006,"Thinking with Young Children: Science, Maths and Technology",Bachelor,Footscray Park
BLB1115,Torts,Bachelor,City Queen or Footscray Park
BMITAS,Tourism and Aboriginal Sustainability,Bachelor,Footscray Park
BTD6001,Tourism and Events: Core Concepts and Theory,Postgraduate,City Flinders
BMATHM,Tourism and Hospitality Management,Bachelor,Footscray Park
BMITHM,Tourism and Hospitality Management,Bachelor,Footscray Park
BHO2193,Tourism Product Design and Delivery,Bachelor,Footscray Park
BMI7003,Trade and Investment in Asia,Postgraduate,City Flinders
NNM7002,"Transient Analysis, Stability and Surge Protection",Postgraduate,Footscray Park
ASA5010,Transnational Gender Issues and Human Rights,Postgraduate,Footscray Park
BMO3418,Transport and Logistics Management,Bachelor,City Flinders
APT5006,Trauma-informed Counselling,Postgraduate,City Flinders
BAO5572,Treasury Risk Management,Postgraduate,City Flinders or VU Sydney
UEENEEA110A,"Assemble, mount and connect control gear and switchgear",TAFE (Vocational),Industry or Sunshine
UEENEEA113A,Mount and wire control panel equipment,TAFE (Vocational),Industry or Sunshine
UEENEEC001B,Maintain documentation,TAFE (Vocational),"Footscray Nicholson, Industry or Sunshine"
UEENEEC002B,Source and purchase material/parts for installation or service jobs,TAFE (Vocational),Industry or Sunshine
UEENEEC003B,Provide quotations for installation or service jobs,TAFE (Vocational),Industry or Sunshine
UEENEEC005B,Estimate electrotechnology projects,TAFE (Vocational),Industry or Sunshine
UEENEEC006B,Prepare tender submissions for electrotechnology projects,TAFE (Vocational),Footscray Nicholson or Sunshine
UEENEEC010B,Deliver a service to customers,TAFE (Vocational),Industry or Sunshine
UEENEEC020B,Participate in electrical work and competency development activities,TAFE (Vocational),Industry or Sunshine
UEENEED101A,Use computer applications relevant to a workplace,TAFE (Vocational),Industry or Sunshine
UEENEED102A,"Assemble, set-up and test computing devices",TAFE (Vocational),Industry or Sunshine
UEENEED104A,Use engineering applications software on personal computers,TAFE (Vocational),Industry or Sunshine
UEENEED117A,Install and configure network systems for internetworking,TAFE (Vocational),Industry or Sunshine
UEENEED146A,Set up and configure basic local area network (LAN),TAFE (Vocational),Industry or Sunshine
UEENEED147A,Develop energy sector directory services,TAFE (Vocational),Industry or Sunshine
UEENEED149A,Develop energy sector computer network applications infrastructure,TAFE (Vocational),Industry or Sunshine
UEENEEE009B,Comply with scheduled and preventative maintenance program processes,TAFE (Vocational),Industry or Sunshine
UEENEEE011C,Manage risk in electrotechnology activities,TAFE (Vocational),Industry or Sunshine
UEENEEE015B,Develop design briefs for electrotechnology projects,TAFE (Vocational),Industry or Sunshine
UEENEEE020B,Provide basic instruction in the use of electrotechnology apparatus,TAFE (Vocational),Industry or Sunshine
UEENEEE038B,Participate in development and follow a personal competency development plan,TAFE (Vocational),Industry or Sunshine
UEENEEE071B,Write specifications for electrical engineering projects,TAFE (Vocational),Industry or Sunshine
UEENEEE078B,Contribute to risk management in electrotechnology systems,TAFE (Vocational),Footscray Nicholson or Sunshine
UEENEEE080A,Apply industry and community standards to engineering activities,TAFE (Vocational),Industry or Sunshine
UEENEEE081A,Apply material science to solving electrotechnology engineering problems,TAFE (Vocational),Industry or Sunshine
UEENEEE082A,Apply physics to solving electrotechnology engineering problems,TAFE (Vocational),Industry or Sunshine
UEENEEE083A,Establish and follow a competency development plan in an electrotechnology engineering discipline,TAFE (Vocational),Industry or Sunshine
UEENEEE101A,"Apply Occupational Health and Safety regulations, codes and practices in the workplace",TAFE (Vocational),"Industry, Online, Sunshine or Werribee"
UEENEEE102A,"Fabricate, assemble and dismantle utilities industry components",TAFE (Vocational),"Industry, Sunshine or Werribee"
UEENEEE103A,Solve problems in ELV single path circuits,TAFE (Vocational),"Industry, Sunshine or Werribee"
UEENEEE104A,Solve problems in d.c. circuits,TAFE (Vocational),Industry or Sunshine
UEENEEE105A,Fix and secure electrotechnology equipment,TAFE (Vocational),"Industry, Sunshine or Werribee"
UEENEEE107A,"Use drawings, diagrams, schedules, standards, codes and specifications",TAFE (Vocational),Industry or Sunshine
UEENEEE117A,Implement and monitor energy sector OHS policies and procedures,TAFE (Vocational),Industry or Sunshine
UEENEEE119A,Solve problems in multiple path extra low voltage (ELV) a.c. circuits,TAFE (Vocational),Industry or Sunshine
UEENEEE121A,Plan an integrated cabling installation system,TAFE (Vocational),Industry or Sunshine
UEENEEE122A,Carry out preparatory energy sector work activities,TAFE (Vocational),"Industry, Sunshine or Werribee"
UEENEEE124A,Compile and produce an energy sector detailed report,TAFE (Vocational),Industry or Sunshine
UEENEEE125A,Provide engineering solutions for problems in complex multiple path circuits,TAFE (Vocational),Industry or Sunshine
UEENEEE126A,Provide solutions to basic engineering computational problems,TAFE (Vocational),Industry or Sunshine
UEENEEE127A,Use advanced computational processes to provide solutions to energy sector engineering problems,TAFE (Vocational),Industry or Sunshine
UEENEEE128A,Develop engineering solutions to photonic system problems,TAFE (Vocational),Industry or Sunshine
UEENEEE130A,Provide solutions and report on routine electrotechnology problems,TAFE (Vocational),"Industry, Sunshine or Werribee"
UEENEEE137A,Document and apply measures to control OHS risks associated with electrotechnology work,TAFE (Vocational),Industry or Sunshine
UEENEEE142A,Produce products for carrying out energy sector work activities,TAFE (Vocational),"Industry, Sunshine or Werribee"
UEENEEE146A,Identify effects of energy on machinery and materials in an energy sector environment,TAFE (Vocational),Industry or Sunshine
UEENEEE148A,Carry out routine work activities in an energy sector environment,TAFE (Vocational),"Industry, Sunshine or Werribee"
UEENEEE160A,Provide engineering solutions for uses of materials and thermodynamic effects,TAFE (Vocational),Industry or Sunshine
UEENEEE161A,Analyse static and dynamic parameters of electrical equipment,TAFE (Vocational),Industry or Sunshine
UEENEEE162A,Select drive components for electrical equipment design,TAFE (Vocational),Industry or Sunshine
UEENEEE163A,Analyse materials for suitability in electrical equipment,TAFE (Vocational),Industry or Sunshine
UEENEEE164A,Design electrical machine drives and production layout plans,TAFE (Vocational),Industry or Sunshine
UEENEEE179A,"Identify and select components, accessories and materials for energy sector work activities",TAFE (Vocational),"Industry, Sunshine or Werribee"
UEENEEE190A,Prepare engineering drawings using manual drafting and CAD for electrotechnology/utilities applications,TAFE (Vocational),Industry or Sunshine
UEENEEE191A,Prepare electrotechnology/utilities drawings using manual drafting and CAD equipment and software,TAFE (Vocational),Industry or Sunshine
UEENEEE192A,Produce detailed electrotechnology/utilities drawings using computer aided design equipment and software,TAFE (Vocational),Industry or Sunshine
UEENEEF102A,Install and maintain cabling for multiple access to telecommunication services,TAFE (Vocational),Industry or Sunshine
UEENEEF104A,Install and modify performance data communication copper cabling,TAFE (Vocational),Industry or Sunshine
UEENEEG006A,Solve problems in single and three phase low voltage machines,TAFE (Vocational),Industry or Sunshine
UEENEEG033A,Solve problems in single and three phase low voltage electrical apparatus and circuits,TAFE (Vocational),Industry or Sunshine
UEENEEG063A,"Arrange circuits, control and protection for general electrical installations",TAFE (Vocational),Industry or Sunshine
UEENEEG101A,Solve problems in electromagnetic devices and related circuits,TAFE (Vocational),Industry or Sunshine
UEENEEG102A,Solve problems in low voltage a.c. circuits,TAFE (Vocational),Industry or Sunshine
UEENEEG103A,Install low voltage wiring and accessories,TAFE (Vocational),Industry or Sunshine
UEENEEG104A,"Install appliances, switchgear and associated accessories for low voltage electrical installations",TAFE (Vocational),Industry or Sunshine
UEENEEG105A,Verify compliance and functionality of low voltage general electrical installations,TAFE (Vocational),Industry or Sunshine
UEENEEG106A,"Terminate cables, cords and accessories for low voltage circuits",TAFE (Vocational),Industry or Sunshine
UEENEEG107A,Select wiring systems and cables for low voltage general electrical installations,TAFE (Vocational),Industry or Sunshine
UEENEEG108A,Trouble-shoot and repair faults in low voltage electrical apparatus and circuits,TAFE (Vocational),Industry or Sunshine
UEENEEG109A,Develop and connect electrical control circuits,TAFE (Vocational),Industry or Sunshine
UEENEEG110A,Find and repair faults in LV d.c. electrical apparatus and circuits,TAFE (Vocational),Industry or Sunshine
UEENEEG111A,Carry out basic repairs to electrical components and equipment,TAFE (Vocational),Industry or Sunshine
UEENEEG120A,Select and arrange equipment for special LV electrical installations,TAFE (Vocational),Industry or Sunshine
UEENEEG125A,Plan electrical installations with a low voltage demand up to 400 A per phase,TAFE (Vocational),Industry or Sunshine
UEENEEG127A,Design electrical installations with a low voltage demand greater than 400 a per phase,TAFE (Vocational),Industry or Sunshine
UEENEEG128A,Plan low voltage switchboard and control panel layouts,TAFE (Vocational),Industry or Sunshine
UEENEEG130A,Design switchboards rated for high fault levels (greater than 400 A),TAFE (Vocational),Industry or Sunshine
UEENEEG131A,Evaluate performance of low voltage electrical apparatus,TAFE (Vocational),Industry or Sunshine
UEENEEG143A,Develop engineering solution for synchronous machine and control problems,TAFE (Vocational),Industry or Sunshine
UEENEEG144A,Develop engineering solutions for D.C. machine and control problems,TAFE (Vocational),Industry or Sunshine
UEENEEG145A,Develop engineering solutions for induction machine and control problems,TAFE (Vocational),Industry or Sunshine
UEENEEG149A,Provide engineering solutions to problems in complex polyphase power circuits,TAFE (Vocational),Industry or Sunshine
UEENEEG160A,Evaluate performance of LV electrical machines,TAFE (Vocational),Industry or Sunshine
UEENEEG161A,Design and develop modifications to LV electrical machines,TAFE (Vocational),Industry or Sunshine
UEENEEG169A,Manage large electrical projects,TAFE (Vocational),Industry or Sunshine
UEENEEG170A,Plan large electrical projects,TAFE (Vocational),Industry or Sunshine
UEENEEG175A,Develop compliance policies and plans to conduct a electrical contracting business,TAFE (Vocational),Industry or Sunshine
UEENEEG179A,Develop detailed electrical drawings,TAFE (Vocational),Industry or Sunshine
UEENEEG180A,Develop detailed and complex drawings for electrical systems using CAD systems,TAFE (Vocational),Industry or Sunshine
UEENEEG181A,Provide advice on effective and energy efficient lighting products,TAFE (Vocational),Industry or Sunshine
UEENEEG182A,Supply effective and efficient lighting products for domestic and small commercial applications,TAFE (Vocational),Industry or Sunshine
UEENEEG183A,Provide advice on the application of energy efficient lighting for ambient and aesthetic effect,TAFE (Vocational),Industry or Sunshine
UEENEEG184A,Provide photometric data for illumination system design,TAFE (Vocational),Industry or Sunshine
UEENEEG185A,Select effective and efficient light sources and luminaries for given locations and designs,TAFE (Vocational),Industry or Sunshine
UEENEEG186A,Design effective and efficient lighting for residential and commercial buildings,TAFE (Vocational),Industry or Sunshine
UEENEEG187A,"Design effective and efficient lighting for public, open and sports areas",TAFE (Vocational),Industry or Sunshine
UEENEEG188A,Prepare quotations for the supply of effective and efficient lighting products for lighting projects,TAFE (Vocational),Industry or Sunshine
UEENEEH014B,Troubleshoot frequency dependent circuits,TAFE (Vocational),Footscray Nicholson or Sunshine
UEENEEH102A,Repairs basic electronic apparatus faults by replacement of components,TAFE (Vocational),Industry or Sunshine
UEENEEH111A,Troubleshoot single phase input d.c. power supplies,TAFE (Vocational),Industry or Sunshine
UEENEEH147A,Assess electronic apparatus compliance,TAFE (Vocational),Industry or Sunshine
UEENEEH150A,Assemble and set up basic security systems,TAFE (Vocational),Industry or Sunshine
UEENEEH188A,Design and develop electronics,TAFE (Vocational),Industry or Sunshine
UEENEEI101A,"Use instrumentation drawings, specification, standards and equipment manuals",TAFE (Vocational),Industry or Sunshine
UEENEEI102A,Solve problems in pressure measurement components and systems,TAFE (Vocational),Industry or Sunshine
UEENEEI103A,Solve problems in density/level measurement components and systems,TAFE (Vocational),Industry or Sunshine
UEENEEI104A,Solve problems in flow measurement components and systems,TAFE (Vocational),Industry or Sunshine
UEENEEI105A,Solve problems in temperature measurement components and systems,TAFE (Vocational),Industry or Sunshine
UEENEEI106A,Set up and adjust PID control loops,TAFE (Vocational),Industry or Sunshine
UEENEEI107A,Install instrumentation and control cabling and tubing,TAFE (Vocational),Industry or Sunshine
UEENEEI108A,Install instrumentation and control apparatus and associated equipment,TAFE (Vocational),Industry or Sunshine
UEENEEI112A,Verify compliance and functionality of instrumentation and control installations,TAFE (Vocational),Industry or Sunshine
UEENEEI116A,"Assemble, enter and verify operating instructions in microprocessor equipped devices",TAFE (Vocational),Industry or Sunshine
UEENEEI123A,Design electronic control systems,TAFE (Vocational),Industry or Sunshine
UEENEEI124A,Fault find and repair analogue circuits and components in electronic control systems,TAFE (Vocational),Industry or Sunshine
UEENEEI125A,Provide solutions to fluid circuit operations,TAFE (Vocational),Industry or Sunshine
UEENEEI129A,Set up electronically controlled mechanically operated complex systems,TAFE (Vocational),Industry or Sunshine
UEENEEI138A,Provide solutions to extra low voltage (ELV) electro-pneumatic control systems and drives,TAFE (Vocational),Industry or Sunshine
UEENEEI140A,Plan the electrical installation of integrated systems,TAFE (Vocational),Industry or Sunshine
UEENEEI141A,Develop electrical integrated systems,TAFE (Vocational),Industry or Sunshine
UEENEEI142A,Develop an electrical integrated system interface for access through a touch screen,TAFE (Vocational),Industry or Sunshine
UEENEEI143A,Develop access control of electrical integrated systems using logic-based programming tools,TAFE (Vocational),Industry or Sunshine
UEENEEI144A,"Develop interfaces for multiple access methods to monitor, schedule and control an electrical integrated system",TAFE (Vocational),Industry or Sunshine
UEENEEI145A,Diagnose and rectify faults in a.c. motor drive systems,TAFE (Vocational),Industry or Sunshine
UEENEEI146A,Diagnose and rectify faults in d.c. motor drive systems,TAFE (Vocational),Industry or Sunshine
UEENEEI147A,Diagnose and rectify faults in servo drive systems,TAFE (Vocational),Industry or Sunshine
UEENEEI148A,Solve problems in single phase electronic power control circuits,TAFE (Vocational),Industry
UEENEEI149A,Solve problems in polyphase electronic power control circuits,TAFE (Vocational),Industry
UEENEEI150A,"Develop, enter and verify discrete control programs for programmable controllers",TAFE (Vocational),Industry or Sunshine
UEENEEI151A,"Develop, enter and verify word and analogue control programs for programmable logic controllers",TAFE (Vocational),Industry or Sunshine
UEENEEI152A,"Develop, enter and verify programs in Supervisory Control and Data Acquisition systems",TAFE (Vocational),Industry or Sunshine
UEENEEI153A,Design and configure Human-Machine Interface (HMI) networks,TAFE (Vocational),Industry or Sunshine
UEENEEI154A,Design and use advanced programming tools PC networks and HMI interfacing,TAFE (Vocational),Industry or Sunshine
UEENEEI155A,Develop structured programs to control external devices,TAFE (Vocational),Industry or Sunshine
UEENEEI156A,Develop and test code for microcontroller devices,TAFE (Vocational),Industry or Sunshine
UEENEEI157A,Configure and maintain industrial control system networks,TAFE (Vocational),Industry or Sunshine
UEENEEJ102A,Prepare and connect refrigerant tubing and fittings,TAFE (Vocational),"Industry, Sunshine or Werribee"
UEENEEJ104A,Establish the basic operating conditions of air conditioning systems,TAFE (Vocational),Sunshine or Werribee
UEENEEJ105A,"Position, assemble and start up single head split air conditioning and water heating heat pump systems",TAFE (Vocational),Industry or Sunshine
UEENEEJ172A,"Recover, pressure test, evacuate, charge and leak test refrigerants",TAFE (Vocational),Industry or Sunshine
UEENEEK112A,Provide basic sustainable energy solutions for energy reduction in residential premises,TAFE (Vocational),"Industry, Sunshine or Werribee"
UEENEEK123A,Carry out basic repairs to renewable energy apparatus,TAFE (Vocational),Industry or Sunshine
UEENEEK124A,Solve basic problems in micro hydro systems,TAFE (Vocational),Industry or Sunshine
UEENEEK125A,Solve basic problems in photovoltaic energy apparatus and systems,TAFE (Vocational),Industry or Sunshine
UEENEEK128A,Solve problems in stand-alone renewable energy systems,TAFE (Vocational),Industry or Sunshine
UEENEEK130A,Solve problems in wind energy conversion systems rated to 10 kW,TAFE (Vocational),Industry or Sunshine
UEENEEK131A,Design wind energy conversion systems (WECS) rated to 10 kW,TAFE (Vocational),Industry or Sunshine
UEENEEK132A,Develop energy sector strategies to address environmental and sustainability issues,TAFE (Vocational),Industry or Sunshine
UEENEEK133A,Design hybrid renewable power systems,TAFE (Vocational),Industry or Sunshine
UEENEEK135A,Design grid connected photovoltaic power supply systems,TAFE (Vocational),Industry or Sunshine
UEENEEK138A,Design micro-hydro systems rated to 6.4 kW,TAFE (Vocational),Industry or Sunshine
UEENEEK139A,Design stand-alone renewable energy (RE) systems,TAFE (Vocational),Industry or Sunshine
UEENEEK140A,Develop engineering solutions to renewable energy (RE) problems,TAFE (Vocational),Industry or Sunshine
UEENEEK142A,Apply environmental and sustainable procedures in the energy sector,TAFE (Vocational),Industry or Sunshine
UEENEEK145A,Implement and monitor energy sector environmental and sustainable energy policies and procedures,TAFE (Vocational),Industry or Sunshine
UEENEEK146A,Design energy management controls for electrical installations in buildings,TAFE (Vocational),Industry or Sunshine
UEENEEK148A,"Install, configure and commission LV grid connected photovoltaic power systems",TAFE (Vocational),Industry or Sunshine
UEENEEK151A,Develop effective engineering strategies for energy reduction in buildings,TAFE (Vocational),Industry or Sunshine
UEENEEM019A,Attend to breakdowns in hazardous areas,TAFE (Vocational),Sunshine
UEENEEM020A,Attend to breakdowns in hazardous areas,TAFE (Vocational),Sunshine
UEENEEM021A,Attend to breakdowns in hazardous areas,TAFE (Vocational),Industry or Sunshine
UEENEEM022A,Attend to breakdowns in hazardous areas,TAFE (Vocational),Industry or Sunshine
UEENEEM023A,Install explosion-protected equipment and wiring systems,TAFE (Vocational),Industry or Sunshine
UEENEEM024A,Install explosion-protected equipment and wiring systems,TAFE (Vocational),Industry or Sunshine
UEENEEM025A,Install explosion-protected equipment and wiring systems,TAFE (Vocational),Industry or Sunshine
UEENEEM026A,Install explosion-protected equipment and wiring systems,TAFE (Vocational),Industry or Sunshine
UEENEEM027A,Maintain equipment in hazardous areas,TAFE (Vocational),Industry or Sunshine
UEENEEM028A,Maintain equipment in hazardous areas,TAFE (Vocational),Industry or Sunshine
UEENEEM029A,Maintain equipment in hazardous areas,TAFE (Vocational),Industry or Sunshine
UEENEEM030A,Maintain equipment in hazardous areas,TAFE (Vocational),Industry or Sunshine
UEENEEM036A,Conduct a conformity assessment of explosion-protected equipment,TAFE (Vocational),Industry or Sunshine
UEENEEM038A,Conduct testing of hazardous area installations,TAFE (Vocational),Industry or Sunshine
UEENEEM039A,Conduct testing of hazardous area installations,TAFE (Vocational),Industry or Sunshine
UEENEEM040A,Conduct testing of hazardous area installations,TAFE (Vocational),Industry or Sunshine
UEENEEM041A,Conduct testing of hazardous area installations,TAFE (Vocational),Industry or Sunshine
UEENEEM042A,Conduct close visual inspection of existing hazardous areas installations,TAFE (Vocational),Industry or Sunshine
UEENEEM052A,Classify hazardous areas,TAFE (Vocational),Industry or Sunshine
UEENEEM053A,Classify hazardous areas,TAFE (Vocational),Industry or Sunshine
UEENEEM057A,Design explosion-protected electrical systems and installations,TAFE (Vocational),Industry or Sunshine
UEENEEM058A,Design explosion-protected electrical systems and installations,TAFE (Vocational),Industry or Sunshine
UEENEEM059A,Design explosion-protected electrical systems and installations,TAFE (Vocational),Industry or Sunshine
UEENEEM065A,Conduct audit of hazardous areas installations,TAFE (Vocational),Industry or Sunshine
UEENEEM068A,Assess the fitness-for-purpose of hazardous areas explosion-protected equipment,TAFE (Vocational),Industry or Sunshine
UEENEEM075A,Design explosion-protected electrical systems,TAFE (Vocational),Industry or Sunshine
UEENEEM079A,Design of gas detection systems,TAFE (Vocational),Industry or Sunshine
UEENEEM080A,Report on the integrity of explosion-protected equipment in a hazardous area,TAFE (Vocational),Industry or Sunshine
UEENEEP012A,Disconnect / reconnect composite appliances connected to low voltage installation wiring,TAFE (Vocational),Industry or Sunshine
UEENEEP017A,Locate and rectify faults in low voltage composite appliances using set procedures,TAFE (Vocational),Industry or Sunshine
UEENEEP024A,Attach cords and plugs to electrical equipment for connection to a single phase 230 volt supply,TAFE (Vocational),Industry or Sunshine
UEENEEP025A,"Attach cords, cables and plugs to electrical equipment for connection to 1000 Va.c. or 1500 Vd.c. supply",TAFE (Vocational),Industry or Sunshine
UEENEEP026A,Conduct in-service safety testing of electrical cord connected equipment and cord assemblies,TAFE (Vocational),Industry or Sunshine
UEPOPS202B,Apply quality systems to work,TAFE (Vocational),Industry or Sunshine
UEPOPS337B,Maintain quality systems within the team,TAFE (Vocational),Industry or Sunshine
UEPOPS416B,Monitor the implementation of the enterprise's production-maintenance quality control procedures,TAFE (Vocational),Industry or Sunshine
ESP3002,Understanding Processes of Innovation,Bachelor,Footscray Park
ASW3096,Understanding and Responding to Family Violence,Bachelor,Footscray Nicholson
AEB4251,Understanding the Teaching Profession,Bachelor,Footscray Park or St Albans
NBD3200,Urban Design and Development,Bachelor,Footscray Park
NEC4172,Urban Development and Transportation,Bachelor,Footscray Park
VNUEAP3,EAP 3,"NA",City Flinders
VNUEAP4,EAP 4,"NA",City Flinders
VNUEAP5,EAP 5 University Preparation Undergraduate,"NA",City Flinders
VNUEAP6,EAP 6 University Preparation Post Graduate,"NA",City Flinders
VNUIEL,IELTS Academic,"NA",City Flinders
VU20276,Write non-fiction,TAFE (Vocational),"Industry, Online or St Albans"
VU20277,Refine writing skills,TAFE (Vocational),Footscray Nicholson or Online
VU20278,Refine editing skills,TAFE (Vocational),Footscray Nicholson or Online
VU20279,Write for children and young adults,TAFE (Vocational),Footscray Nicholson or Online
VU20280,Develop a novel to a second draft,TAFE (Vocational),Footscray Nicholson or Online
VU20746,Apply essential further study skills,TAFE (Vocational),"Footscray Nicholson, Footscray Park, St Albans or Werribee"
VU20747,Research fields of study and enquiry,TAFE (Vocational),Footscray Park
VU20749,Analyse stories/narratives within cultures,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
VU20832,Write fiction,TAFE (Vocational),Footscray Nicholson or Online
VU20833,Coordinate editing and pre-production processes for a publication,TAFE (Vocational),Footscray Nicholson or Online
VU20880,Develop writing and editing skills,TAFE (Vocational),Footscray Nicholson or Online
VU20881,Write fiction material,TAFE (Vocational),Footscray Nicholson or Online
VU20882,Write non-fiction material,TAFE (Vocational),Footscray Nicholson or Online
VU20883,Write short narratives,TAFE (Vocational),Footscray Nicholson or Online
VU20884,Write long narratives,TAFE (Vocational),Footscray Nicholson or Online
VU20885,Write poetry,TAFE (Vocational),Footscray Nicholson or Online
VU20886,Write for young children,TAFE (Vocational),Footscray Nicholson or Online
VU20887,Write comedy,TAFE (Vocational),Footscray Nicholson or Online
VU20888,Write journalism,TAFE (Vocational),Footscray Nicholson or Online
VU20890,Write short scripts,TAFE (Vocational),Footscray Nicholson or Online
VU20903,Produce basic engineering components and products using fabrication and machining,TAFE (Vocational),Industry or Sunshine
VU20904,"Perform cutting, grinding and turning operations",TAFE (Vocational),Industry or Sunshine
VU20909,Develop an individual career plan for the engineering industry,TAFE (Vocational),Industry or Sunshine
VU20911,Handle engineering materials,TAFE (Vocational),Industry or Sunshine
VU20912,Perform basic machining processes,TAFE (Vocational),Industry or Sunshine
VU20913,Apply basic fabrication techniques,TAFE (Vocational),Industry or Sunshine
VU20914,"Form, bend and shape engineering materials",TAFE (Vocational),Industry or Sunshine
VU20915,Perform basic welding and thermal cutting processes to fabricate engineering structures,TAFE (Vocational),Industry or Sunshine
VU20939,Recognise and interpret safety signs and symbols,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, St Albans, Sunshine or Werribee"
VU20940,Recognise and use basic mathematical symbols and processes,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, St Albans, Sunshine or Werribee"
VU20958,Prepare for work in the construction industry,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20960,Introduction to scaffolding and working platforms,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20964,Workplace documents and plans,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20965,Bricklaying hand tools,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20966,Bricklaying basic skills,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20967,Brick veneer construction processes,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20968,Cavity brick construction processes,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20969,Masonry blockwork,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20971,Carpentry hand tools,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20972,Carpentry power tools,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20973,Basic setting out,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20974,Sub-floor framing,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20975,Wall framing,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20976,Roof framing,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20977,External cladding,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20978,Installation of window and door frames,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20979,Interior fixing,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20980,Introduction to demolition,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU20981,Formwork for concreting,TAFE (Vocational),"Industry, Sunshine or Werribee"
VU21038,Develop study skills,TAFE (Vocational),St Albans
VU21047,Participate in a practical placement with support,TAFE (Vocational),"City King, Footscray Nicholson, Sunshine, Werribee or Other"
VU21049,Use basic measuring and calculating skills,TAFE (Vocational),"City Flinders, City King, City Queen, Footscray Nicholson, Footscray Park, Industry, St Albans, Sunshine or Werribee"
VU21054,Develop written job application skills,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
VU21055,Develop job interview skills,TAFE (Vocational),"Footscray Nicholson, St Albans, Sunshine or Werribee"
VU21058,Use a range of techniques to solve mathematical problems,TAFE (Vocational),Footscray Park
VU21092,Apply advanced statics principles to engineering problems,TAFE (Vocational),Industry or Sunshine
VU21093,Apply advanced dynamics principles to engineering problems,TAFE (Vocational),Industry or Sunshine
VU21094,Apply finite element analysis,TAFE (Vocational),Industry or Sunshine
VU21095,Apply electrotechnology principles in an engineering work environment,TAFE (Vocational),Industry or Sunshine
VU21096,Use basic engineering concepts to plan the manufacture of engineering components,TAFE (Vocational),Industry or Sunshine
VU21098,Apply mathematical solutions to engineering problems,TAFE (Vocational),Industry or Sunshine
VU21099,Apply statistical methods for quality control and reliability,TAFE (Vocational),Industry or Sunshine
VU21100,Apply principles of mechanics to engineering problems,TAFE (Vocational),Industry or Sunshine
VU21101,Apply principles of strength of materials to engineering problems,TAFE (Vocational),Industry or Sunshine
VU21103,Apply calculus to engineering problems,TAFE (Vocational),Industry or Sunshine
VU21104,Annotate and create assemblies using solid models,TAFE (Vocational),Industry or Sunshine
VU21108,Select and apply lubrication principles,TAFE (Vocational),Industry or Sunshine
VU21109,Select and maintain bearing and rotary shaft assemblies,TAFE (Vocational),Industry or Sunshine
VU21110,Plan for the implementation of mechanical drive systems,TAFE (Vocational),Industry or Sunshine
VU21111,Perform vibration measurement and control,TAFE (Vocational),Industry or Sunshine
VU21112,Design mechanical engineering systems,TAFE (Vocational),Industry or Sunshine
VU21113,Apply thermodynamic principles in engineering,TAFE (Vocational),Industry or Sunshine
VU21114,Design mechanical machines,TAFE (Vocational),Industry or Sunshine
VU21122,Produce an advanced engineering design for a reinforced concrete structure,TAFE (Vocational),Industry or Sunshine
VU21123,Produce an advanced engineering design for a steel structure,TAFE (Vocational),Industry or Sunshine
VU21124,Implement site investigation procedures,TAFE (Vocational),Industry or Sunshine
VU21125,Apply construction principles to civil engineering works,TAFE (Vocational),Industry or Sunshine
